PERMNO,date,COMNAM,RET
10087,27-09-1989,BEAUTICONTROL COSMETICS INC,0.013158
10087,28-09-1989,BEAUTICONTROL COSMETICS INC,-0.019481
10087,29-09-1989,BEAUTICONTROL COSMETICS INC,0
10087,2/10/1989,BEAUTICONTROL COSMETICS INC,0.006623
10087,3/10/1989,BEAUTICONTROL COSMETICS INC,0
10087,4/10/1989,BEAUTICONTROL COSMETICS INC,0.013158
10087,5/10/1989,BEAUTICONTROL COSMETICS INC,0
10087,6/10/1989,BEAUTICONTROL COSMETICS INC,0.019481
10087,9/10/1989,BEAUTICONTROL COSMETICS INC,-0.006369
10087,10/10/1989,BEAUTICONTROL COSMETICS INC,-0.019231
10087,11/10/1989,BEAUTICONTROL COSMETICS INC,-0.006536
10087,12/10/1989,BEAUTICONTROL COSMETICS INC,-0.032895
10087,13-10-1989,BEAUTICONTROL COSMETICS INC,-0.047619
10087,16-10-1989,BEAUTICONTROL COSMETICS INC,0
10087,17-10-1989,BEAUTICONTROL COSMETICS INC,0
10087,18-10-1989,BEAUTICONTROL COSMETICS INC,-0.007143
10087,19-10-1989,BEAUTICONTROL COSMETICS INC,0.057554
10087,20-10-1989,BEAUTICONTROL COSMETICS INC,0.034014
10087,23-10-1989,BEAUTICONTROL COSMETICS INC,-0.019737
10087,24-10-1989,BEAUTICONTROL COSMETICS INC,-0.04698
10087,25-10-1989,BEAUTICONTROL COSMETICS INC,0.021127
10087,26-10-1989,BEAUTICONTROL COSMETICS INC,-0.02069
10087,27-10-1989,BEAUTICONTROL COSMETICS INC,0
10087,30-10-1989,BEAUTICONTROL COSMETICS INC,-0.014085
10087,31-10-1989,BEAUTICONTROL COSMETICS INC,0
10087,1/11/1989,BEAUTICONTROL COSMETICS INC,0.014286
10087,2/11/1989,BEAUTICONTROL COSMETICS INC,-0.014085
10087,3/11/1989,BEAUTICONTROL COSMETICS INC,0.014286
10087,6/11/1989,BEAUTICONTROL COSMETICS INC,-0.035211
10087,7/11/1989,BEAUTICONTROL COSMETICS INC,-0.021898
10087,8/11/1989,BEAUTICONTROL COSMETICS INC,0
10087,9/11/1989,BEAUTICONTROL COSMETICS INC,0.014925
10087,10/11/1989,BEAUTICONTROL COSMETICS INC,-0.007353
10087,13-11-1989,BEAUTICONTROL COSMETICS INC,0.007407
10087,14-11-1989,BEAUTICONTROL COSMETICS INC,0.029412
10087,15-11-1989,BEAUTICONTROL COSMETICS INC,-0.021429
10087,16-11-1989,BEAUTICONTROL COSMETICS INC,0.036496
10087,17-11-1989,BEAUTICONTROL COSMETICS INC,-0.007042
10087,20-11-1989,BEAUTICONTROL COSMETICS INC,-0.014184
10087,21-11-1989,BEAUTICONTROL COSMETICS INC,-0.014388
10087,22-11-1989,BEAUTICONTROL COSMETICS INC,0.029197
10087,24-11-1989,BEAUTICONTROL COSMETICS INC,-0.007092
10087,27-11-1989,BEAUTICONTROL COSMETICS INC,0
10087,28-11-1989,BEAUTICONTROL COSMETICS INC,-0.007143
10087,29-11-1989,BEAUTICONTROL COSMETICS INC,0
10087,30-11-1989,BEAUTICONTROL COSMETICS INC,-0.007194
10087,1/12/1989,BEAUTICONTROL COSMETICS INC,0.007246
10087,4/12/1989,BEAUTICONTROL COSMETICS INC,-0.064748
10087,5/12/1989,BEAUTICONTROL COSMETICS INC,-0.015385
10087,6/12/1989,BEAUTICONTROL COSMETICS INC,-0.023438
10087,7/12/1989,BEAUTICONTROL COSMETICS INC,0
10087,8/12/1989,BEAUTICONTROL COSMETICS INC,0.016
10087,11/12/1989,BEAUTICONTROL COSMETICS INC,-0.015748
10087,12/12/1989,BEAUTICONTROL COSMETICS INC,-0.008
10087,13-12-1989,BEAUTICONTROL COSMETICS INC,0.032258
10087,14-12-1989,BEAUTICONTROL COSMETICS INC,-0.039063
10087,15-12-1989,BEAUTICONTROL COSMETICS INC,0.00813
10087,18-12-1989,BEAUTICONTROL COSMETICS INC,0.008065
10087,19-12-1989,BEAUTICONTROL COSMETICS INC,0
10087,20-12-1989,BEAUTICONTROL COSMETICS INC,0.024
10087,21-12-1989,BEAUTICONTROL COSMETICS INC,0.023438
10087,22-12-1989,BEAUTICONTROL COSMETICS INC,0
10087,26-12-1989,BEAUTICONTROL COSMETICS INC,0.003053
10087,27-12-1989,BEAUTICONTROL COSMETICS INC,0.015267
10087,28-12-1989,BEAUTICONTROL COSMETICS INC,0.007519
10087,29-12-1989,BEAUTICONTROL COSMETICS INC,0
10087,2/1/1990,BEAUTICONTROL COSMETICS INC,0
10087,3/1/1990,BEAUTICONTROL COSMETICS INC,0.059701
10087,4/1/1990,BEAUTICONTROL COSMETICS INC,0
10087,5/1/1990,BEAUTICONTROL COSMETICS INC,0.042254
10087,8/1/1990,BEAUTICONTROL COSMETICS INC,-0.040541
10087,9/1/1990,BEAUTICONTROL COSMETICS INC,0
10087,10/1/1990,BEAUTICONTROL COSMETICS INC,0.014085
10087,11/1/1990,BEAUTICONTROL COSMETICS INC,0.013889
10087,12/1/1990,BEAUTICONTROL COSMETICS INC,-0.054795
10087,15-01-1990,BEAUTICONTROL COSMETICS INC,0
10087,16-01-1990,BEAUTICONTROL COSMETICS INC,-0.036232
10087,17-01-1990,BEAUTICONTROL COSMETICS INC,0.007519
10087,18-01-1990,BEAUTICONTROL COSMETICS INC,0
10087,19-01-1990,BEAUTICONTROL COSMETICS INC,0
10087,22-01-1990,BEAUTICONTROL COSMETICS INC,-0.029851
10087,23-01-1990,BEAUTICONTROL COSMETICS INC,0
10087,24-01-1990,BEAUTICONTROL COSMETICS INC,-0.046154
10087,25-01-1990,BEAUTICONTROL COSMETICS INC,-0.008065
10087,26-01-1990,BEAUTICONTROL COSMETICS INC,-0.00813
10087,29-01-1990,BEAUTICONTROL COSMETICS INC,-0.016393
10087,30-01-1990,BEAUTICONTROL COSMETICS INC,0
10087,31-01-1990,BEAUTICONTROL COSMETICS INC,-0.016667
10087,1/2/1990,BEAUTICONTROL COSMETICS INC,-0.033898
10087,2/2/1990,BEAUTICONTROL COSMETICS INC,0.017544
10087,5/2/1990,BEAUTICONTROL COSMETICS INC,-0.034483
10087,6/2/1990,BEAUTICONTROL COSMETICS INC,-0.026786
10087,7/2/1990,BEAUTICONTROL COSMETICS INC,0.045872
10087,8/2/1990,BEAUTICONTROL COSMETICS INC,0.052632
10087,9/2/1990,BEAUTICONTROL COSMETICS INC,-0.016667
10087,12/2/1990,BEAUTICONTROL COSMETICS INC,0.025424
10087,13-02-1990,BEAUTICONTROL COSMETICS INC,0.008264
10087,14-02-1990,BEAUTICONTROL COSMETICS INC,0
10087,15-02-1990,BEAUTICONTROL COSMETICS INC,0.032787
10087,16-02-1990,BEAUTICONTROL COSMETICS INC,0.015873
10087,20-02-1990,BEAUTICONTROL COSMETICS INC,-0.015625
10087,21-02-1990,BEAUTICONTROL COSMETICS INC,-0.047619
10087,22-02-1990,BEAUTICONTROL COSMETICS INC,0.033333
10087,23-02-1990,BEAUTICONTROL COSMETICS INC,-0.016129
10087,26-02-1990,BEAUTICONTROL COSMETICS INC,0
10087,27-02-1990,BEAUTICONTROL COSMETICS INC,-0.032787
10087,28-02-1990,BEAUTICONTROL COSMETICS INC,0
10087,1/3/1990,BEAUTICONTROL COSMETICS INC,0.016949
10087,2/3/1990,BEAUTICONTROL COSMETICS INC,0
10087,5/3/1990,BEAUTICONTROL COSMETICS INC,-0.033333
10087,6/3/1990,BEAUTICONTROL COSMETICS INC,0.034483
10087,7/3/1990,BEAUTICONTROL COSMETICS INC,0.033333
10087,8/3/1990,BEAUTICONTROL COSMETICS INC,0.008065
10087,9/3/1990,BEAUTICONTROL COSMETICS INC,0.008
10087,12/3/1990,BEAUTICONTROL COSMETICS INC,0.063492
10087,13-03-1990,BEAUTICONTROL COSMETICS INC,0.029851
10087,14-03-1990,BEAUTICONTROL COSMETICS INC,-0.007246
10087,15-03-1990,BEAUTICONTROL COSMETICS INC,0.021898
10087,16-03-1990,BEAUTICONTROL COSMETICS INC,0
10087,19-03-1990,BEAUTICONTROL COSMETICS INC,0.014286
10087,20-03-1990,BEAUTICONTROL COSMETICS INC,0.002817
10087,21-03-1990,BEAUTICONTROL COSMETICS INC,-0.014085
10087,22-03-1990,BEAUTICONTROL COSMETICS INC,-0.014286
10087,23-03-1990,BEAUTICONTROL COSMETICS INC,-0.014493
10087,26-03-1990,BEAUTICONTROL COSMETICS INC,0.029412
10087,27-03-1990,BEAUTICONTROL COSMETICS INC,0
10087,28-03-1990,BEAUTICONTROL COSMETICS INC,-0.028571
10087,29-03-1990,BEAUTICONTROL COSMETICS INC,0.014706
10087,30-03-1990,BEAUTICONTROL COSMETICS INC,0.007246
10087,2/4/1990,BEAUTICONTROL COSMETICS INC,-0.007194
10087,3/4/1990,BEAUTICONTROL COSMETICS INC,0.028986
10087,4/4/1990,BEAUTICONTROL COSMETICS INC,-0.014085
10087,5/4/1990,BEAUTICONTROL COSMETICS INC,0.014286
10087,6/4/1990,BEAUTICONTROL COSMETICS INC,0.014085
10087,9/4/1990,BEAUTICONTROL COSMETICS INC,-0.013889
10087,10/4/1990,BEAUTICONTROL COSMETICS INC,0
10087,11/4/1990,BEAUTICONTROL COSMETICS INC,0.014085
10087,12/4/1990,BEAUTICONTROL COSMETICS INC,-0.027778
10087,16-04-1990,BEAUTICONTROL COSMETICS INC,-0.014286
10087,17-04-1990,BEAUTICONTROL COSMETICS INC,0
10087,18-04-1990,BEAUTICONTROL COSMETICS INC,0.014493
10087,19-04-1990,BEAUTICONTROL COSMETICS INC,0.021429
10087,20-04-1990,BEAUTICONTROL COSMETICS INC,0.006993
10087,23-04-1990,BEAUTICONTROL COSMETICS INC,-0.041667
10087,24-04-1990,BEAUTICONTROL COSMETICS INC,0.007246
10087,25-04-1990,BEAUTICONTROL COSMETICS INC,0.021583
10087,26-04-1990,BEAUTICONTROL COSMETICS INC,-0.028169
10087,27-04-1990,BEAUTICONTROL COSMETICS INC,-0.014493
10087,30-04-1990,BEAUTICONTROL COSMETICS INC,-0.014706
10087,1/5/1990,BEAUTICONTROL COSMETICS INC,0
10087,2/5/1990,BEAUTICONTROL COSMETICS INC,0.044776
10087,3/5/1990,BEAUTICONTROL COSMETICS INC,0
10087,4/5/1990,BEAUTICONTROL COSMETICS INC,0.028571
10087,7/5/1990,BEAUTICONTROL COSMETICS INC,0
10087,8/5/1990,BEAUTICONTROL COSMETICS INC,0.041667
10087,9/5/1990,BEAUTICONTROL COSMETICS INC,-0.006667
10087,10/5/1990,BEAUTICONTROL COSMETICS INC,0.020134
10087,11/5/1990,BEAUTICONTROL COSMETICS INC,0.026316
10087,14-05-1990,BEAUTICONTROL COSMETICS INC,0
10087,15-05-1990,BEAUTICONTROL COSMETICS INC,0
10087,16-05-1990,BEAUTICONTROL COSMETICS INC,0
10087,17-05-1990,BEAUTICONTROL COSMETICS INC,0.012821
10087,18-05-1990,BEAUTICONTROL COSMETICS INC,0.025316
10087,21-05-1990,BEAUTICONTROL COSMETICS INC,0.049383
10087,22-05-1990,BEAUTICONTROL COSMETICS INC,0.035294
10087,23-05-1990,BEAUTICONTROL COSMETICS INC,-0.011364
10087,24-05-1990,BEAUTICONTROL COSMETICS INC,-0.011494
10087,25-05-1990,BEAUTICONTROL COSMETICS INC,-0.034884
10087,29-05-1990,BEAUTICONTROL COSMETICS INC,-0.024096
10087,30-05-1990,BEAUTICONTROL COSMETICS INC,-0.012346
10087,31-05-1990,BEAUTICONTROL COSMETICS INC,0
10087,1/6/1990,BEAUTICONTROL COSMETICS INC,0.025
10087,4/6/1990,BEAUTICONTROL COSMETICS INC,-0.012195
10087,5/6/1990,BEAUTICONTROL COSMETICS INC,0.037037
10087,6/6/1990,BEAUTICONTROL COSMETICS INC,-0.011905
10087,7/6/1990,BEAUTICONTROL COSMETICS INC,-0.024096
10087,8/6/1990,BEAUTICONTROL COSMETICS INC,-0.037037
10087,11/6/1990,BEAUTICONTROL COSMETICS INC,0.025641
10087,12/6/1990,BEAUTICONTROL COSMETICS INC,0.0625
10087,13-06-1990,BEAUTICONTROL COSMETICS INC,0.017647
10087,14-06-1990,BEAUTICONTROL COSMETICS INC,0.028902
10087,15-06-1990,BEAUTICONTROL COSMETICS INC,0.033708
10087,18-06-1990,BEAUTICONTROL COSMETICS INC,0
10087,19-06-1990,BEAUTICONTROL COSMETICS INC,-0.01087
10087,20-06-1990,BEAUTICONTROL COSMETICS INC,-0.065934
10087,21-06-1990,BEAUTICONTROL COSMETICS INC,-0.011765
10087,22-06-1990,BEAUTICONTROL COSMETICS INC,0
10087,25-06-1990,BEAUTICONTROL COSMETICS INC,-0.008571
10087,26-06-1990,BEAUTICONTROL COSMETICS INC,0
10087,27-06-1990,BEAUTICONTROL COSMETICS INC,0
10087,28-06-1990,BEAUTICONTROL COSMETICS INC,0.012048
10087,29-06-1990,BEAUTICONTROL COSMETICS INC,0
10087,2/7/1990,BEAUTICONTROL COSMETICS INC,-0.035714
10087,3/7/1990,BEAUTICONTROL COSMETICS INC,0.006173
10087,5/7/1990,BEAUTICONTROL COSMETICS INC,0.006135
10087,6/7/1990,BEAUTICONTROL COSMETICS INC,-0.02439
10087,9/7/1990,BEAUTICONTROL COSMETICS INC,0.01875
10087,10/7/1990,BEAUTICONTROL COSMETICS INC,-0.006135
10087,11/7/1990,BEAUTICONTROL COSMETICS INC,-0.012346
10087,12/7/1990,BEAUTICONTROL COSMETICS INC,0
10087,13-07-1990,BEAUTICONTROL COSMETICS INC,0.025
10087,16-07-1990,BEAUTICONTROL COSMETICS INC,-0.04878
10087,17-07-1990,BEAUTICONTROL COSMETICS INC,0
10087,18-07-1990,BEAUTICONTROL COSMETICS INC,-0.038462
10087,19-07-1990,BEAUTICONTROL COSMETICS INC,0.013333
10087,20-07-1990,BEAUTICONTROL COSMETICS INC,-0.013158
10087,23-07-1990,BEAUTICONTROL COSMETICS INC,-0.026667
10087,24-07-1990,BEAUTICONTROL COSMETICS INC,-0.013699
10087,25-07-1990,BEAUTICONTROL COSMETICS INC,0.027778
10087,26-07-1990,BEAUTICONTROL COSMETICS INC,-0.013514
10087,27-07-1990,BEAUTICONTROL COSMETICS INC,0
10087,30-07-1990,BEAUTICONTROL COSMETICS INC,0.013699
10087,31-07-1990,BEAUTICONTROL COSMETICS INC,-0.013514
10087,1/8/1990,BEAUTICONTROL COSMETICS INC,0.041096
10087,2/8/1990,BEAUTICONTROL COSMETICS INC,0
10087,3/8/1990,BEAUTICONTROL COSMETICS INC,-0.013158
10087,6/8/1990,BEAUTICONTROL COSMETICS INC,-0.04
10087,7/8/1990,BEAUTICONTROL COSMETICS INC,0.027778
10087,8/8/1990,BEAUTICONTROL COSMETICS INC,-0.013514
10087,9/8/1990,BEAUTICONTROL COSMETICS INC,-0.013699
10087,10/8/1990,BEAUTICONTROL COSMETICS INC,0
10087,13-08-1990,BEAUTICONTROL COSMETICS INC,0
10087,14-08-1990,BEAUTICONTROL COSMETICS INC,0
10087,15-08-1990,BEAUTICONTROL COSMETICS INC,0.013889
10087,16-08-1990,BEAUTICONTROL COSMETICS INC,-0.006849
10087,17-08-1990,BEAUTICONTROL COSMETICS INC,-0.02069
10087,20-08-1990,BEAUTICONTROL COSMETICS INC,-0.028169
10087,21-08-1990,BEAUTICONTROL COSMETICS INC,-0.028986
10087,22-08-1990,BEAUTICONTROL COSMETICS INC,0
10087,23-08-1990,BEAUTICONTROL COSMETICS INC,-0.089552
10087,24-08-1990,BEAUTICONTROL COSMETICS INC,0.008197
10087,27-08-1990,BEAUTICONTROL COSMETICS INC,0.04065
10087,28-08-1990,BEAUTICONTROL COSMETICS INC,0.03125
10087,29-08-1990,BEAUTICONTROL COSMETICS INC,0.030303
10087,30-08-1990,BEAUTICONTROL COSMETICS INC,-0.014706
10087,31-08-1990,BEAUTICONTROL COSMETICS INC,0.014925
10087,4/9/1990,BEAUTICONTROL COSMETICS INC,-0.058824
10087,5/9/1990,BEAUTICONTROL COSMETICS INC,0.03125
10087,6/9/1990,BEAUTICONTROL COSMETICS INC,-0.015152
10087,7/9/1990,BEAUTICONTROL COSMETICS INC,-0.007692
10087,10/9/1990,BEAUTICONTROL COSMETICS INC,0.023256
10087,11/9/1990,BEAUTICONTROL COSMETICS INC,0
10087,12/9/1990,BEAUTICONTROL COSMETICS INC,0.015152
10087,13-09-1990,BEAUTICONTROL COSMETICS INC,0.014925
10087,14-09-1990,BEAUTICONTROL COSMETICS INC,-0.014706
10087,17-09-1990,BEAUTICONTROL COSMETICS INC,0.014925
10087,18-09-1990,BEAUTICONTROL COSMETICS INC,-0.029412
10087,19-09-1990,BEAUTICONTROL COSMETICS INC,-0.015152
10087,20-09-1990,BEAUTICONTROL COSMETICS INC,0
10087,21-09-1990,BEAUTICONTROL COSMETICS INC,0.015385
10087,24-09-1990,BEAUTICONTROL COSMETICS INC,-0.041212
10087,25-09-1990,BEAUTICONTROL COSMETICS INC,0.047619
10087,26-09-1990,BEAUTICONTROL COSMETICS INC,-0.030303
10087,27-09-1990,BEAUTICONTROL COSMETICS INC,-0.03125
10087,28-09-1990,BEAUTICONTROL COSMETICS INC,0
10087,1/10/1990,BEAUTICONTROL COSMETICS INC,0.048387
10087,2/10/1990,BEAUTICONTROL COSMETICS INC,0
10087,3/10/1990,BEAUTICONTROL COSMETICS INC,-0.030769
10087,4/10/1990,BEAUTICONTROL COSMETICS INC,0
10087,5/10/1990,BEAUTICONTROL COSMETICS INC,-0.031746
10087,8/10/1990,BEAUTICONTROL COSMETICS INC,0.016393
10087,9/10/1990,BEAUTICONTROL COSMETICS INC,-0.064516
10087,10/10/1990,BEAUTICONTROL COSMETICS INC,0.017241
10087,11/10/1990,BEAUTICONTROL COSMETICS INC,-0.033898
10087,12/10/1990,BEAUTICONTROL COSMETICS INC,0.026316
10087,15-10-1990,BEAUTICONTROL COSMETICS INC,-0.017094
10087,16-10-1990,BEAUTICONTROL COSMETICS INC,-0.008696
10087,17-10-1990,BEAUTICONTROL COSMETICS INC,0.017544
10087,18-10-1990,BEAUTICONTROL COSMETICS INC,0.017241
10087,19-10-1990,BEAUTICONTROL COSMETICS INC,0
10087,22-10-1990,BEAUTICONTROL COSMETICS INC,0
10087,23-10-1990,BEAUTICONTROL COSMETICS INC,0.016949
10087,24-10-1990,BEAUTICONTROL COSMETICS INC,-0.016667
10087,25-10-1990,BEAUTICONTROL COSMETICS INC,0.025424
10087,26-10-1990,BEAUTICONTROL COSMETICS INC,-0.008264
10087,29-10-1990,BEAUTICONTROL COSMETICS INC,0.033333
10087,30-10-1990,BEAUTICONTROL COSMETICS INC,-0.016129
10087,31-10-1990,BEAUTICONTROL COSMETICS INC,0
10087,1/11/1990,BEAUTICONTROL COSMETICS INC,0
10087,2/11/1990,BEAUTICONTROL COSMETICS INC,0.016393
10087,5/11/1990,BEAUTICONTROL COSMETICS INC,0
10087,6/11/1990,BEAUTICONTROL COSMETICS INC,-0.008065
10087,7/11/1990,BEAUTICONTROL COSMETICS INC,0
10087,8/11/1990,BEAUTICONTROL COSMETICS INC,0
10087,9/11/1990,BEAUTICONTROL COSMETICS INC,0.00813
10087,12/11/1990,BEAUTICONTROL COSMETICS INC,-0.016129
10087,13-11-1990,BEAUTICONTROL COSMETICS INC,-0.016393
10087,14-11-1990,BEAUTICONTROL COSMETICS INC,-0.05
10087,15-11-1990,BEAUTICONTROL COSMETICS INC,0.052632
10087,16-11-1990,BEAUTICONTROL COSMETICS INC,-0.05
10087,19-11-1990,BEAUTICONTROL COSMETICS INC,0
10087,20-11-1990,BEAUTICONTROL COSMETICS INC,0.070175
10087,21-11-1990,BEAUTICONTROL COSMETICS INC,0.032787
10087,23-11-1990,BEAUTICONTROL COSMETICS INC,0
10087,26-11-1990,BEAUTICONTROL COSMETICS INC,-0.015873
10087,27-11-1990,BEAUTICONTROL COSMETICS INC,0
10087,28-11-1990,BEAUTICONTROL COSMETICS INC,-0.016129
10087,29-11-1990,BEAUTICONTROL COSMETICS INC,0.04918
10087,30-11-1990,BEAUTICONTROL COSMETICS INC,0.007813
10087,3/12/1990,BEAUTICONTROL COSMETICS INC,0.007752
10087,4/12/1990,BEAUTICONTROL COSMETICS INC,-0.030769
10087,5/12/1990,BEAUTICONTROL COSMETICS INC,0.015873
10087,6/12/1990,BEAUTICONTROL COSMETICS INC,0.015625
10087,7/12/1990,BEAUTICONTROL COSMETICS INC,-0.015385
10087,10/12/1990,BEAUTICONTROL COSMETICS INC,0.03125
10087,11/12/1990,BEAUTICONTROL COSMETICS INC,-0.030303
10087,12/12/1990,BEAUTICONTROL COSMETICS INC,0
10087,13-12-1990,BEAUTICONTROL COSMETICS INC,-0.015625
10087,14-12-1990,BEAUTICONTROL COSMETICS INC,-0.007937
10087,17-12-1990,BEAUTICONTROL COSMETICS INC,-0.024
10087,18-12-1990,BEAUTICONTROL COSMETICS INC,0
10087,19-12-1990,BEAUTICONTROL COSMETICS INC,0.016393
10087,20-12-1990,BEAUTICONTROL COSMETICS INC,-0.016129
10087,21-12-1990,BEAUTICONTROL COSMETICS INC,-0.016393
10087,24-12-1990,BEAUTICONTROL COSMETICS INC,0
10087,26-12-1990,BEAUTICONTROL COSMETICS INC,0.033333
10087,27-12-1990,BEAUTICONTROL COSMETICS INC,0.032258
10087,28-12-1990,BEAUTICONTROL COSMETICS INC,-0.03125
10087,31-12-1990,BEAUTICONTROL COSMETICS INC,0
10087,2/1/1991,BEAUTICONTROL COSMETICS INC,0.048387
10087,3/1/1991,BEAUTICONTROL COSMETICS INC,-0.046154
10087,4/1/1991,BEAUTICONTROL COSMETICS INC,0.016129
10087,7/1/1991,BEAUTICONTROL COSMETICS INC,0.004444
10087,8/1/1991,BEAUTICONTROL COSMETICS INC,-0.031746
10087,9/1/1991,BEAUTICONTROL COSMETICS INC,0
10087,10/1/1991,BEAUTICONTROL COSMETICS INC,0
10087,11/1/1991,BEAUTICONTROL COSMETICS INC,-0.016393
10087,14-01-1991,BEAUTICONTROL COSMETICS INC,0.016667
10087,15-01-1991,BEAUTICONTROL COSMETICS INC,0
10087,16-01-1991,BEAUTICONTROL COSMETICS INC,0.04918
10087,17-01-1991,BEAUTICONTROL COSMETICS INC,-0.03125
10087,18-01-1991,BEAUTICONTROL COSMETICS INC,0
10087,21-01-1991,BEAUTICONTROL COSMETICS INC,-0.032258
10087,22-01-1991,BEAUTICONTROL COSMETICS INC,0.016667
10087,23-01-1991,BEAUTICONTROL COSMETICS INC,0.016393
10087,24-01-1991,BEAUTICONTROL COSMETICS INC,0
10087,25-01-1991,BEAUTICONTROL COSMETICS INC,0.016129
10087,28-01-1991,BEAUTICONTROL COSMETICS INC,-0.015873
10087,29-01-1991,BEAUTICONTROL COSMETICS INC,0.016129
10087,30-01-1991,BEAUTICONTROL COSMETICS INC,0.031746
10087,31-01-1991,BEAUTICONTROL COSMETICS INC,0.030769
10087,1/2/1991,BEAUTICONTROL COSMETICS INC,-0.014925
10087,4/2/1991,BEAUTICONTROL COSMETICS INC,0.075758
10087,5/2/1991,BEAUTICONTROL COSMETICS INC,0.014085
10087,6/2/1991,BEAUTICONTROL COSMETICS INC,0
10087,7/2/1991,BEAUTICONTROL COSMETICS INC,-0.055556
10087,8/2/1991,BEAUTICONTROL COSMETICS INC,0.014706
10087,11/2/1991,BEAUTICONTROL COSMETICS INC,0
10087,12/2/1991,BEAUTICONTROL COSMETICS INC,-0.007246
10087,13-02-1991,BEAUTICONTROL COSMETICS INC,0.007299
10087,14-02-1991,BEAUTICONTROL COSMETICS INC,-0.021739
10087,15-02-1991,BEAUTICONTROL COSMETICS INC,-0.007407
10087,19-02-1991,BEAUTICONTROL COSMETICS INC,-0.014925
10087,20-02-1991,BEAUTICONTROL COSMETICS INC,-0.030303
10087,21-02-1991,BEAUTICONTROL COSMETICS INC,-0.015625
10087,22-02-1991,BEAUTICONTROL COSMETICS INC,0
10087,25-02-1991,BEAUTICONTROL COSMETICS INC,0.015873
10087,26-02-1991,BEAUTICONTROL COSMETICS INC,-0.015625
10087,27-02-1991,BEAUTICONTROL COSMETICS INC,0.015873
10087,28-02-1991,BEAUTICONTROL COSMETICS INC,0
10087,1/3/1991,BEAUTICONTROL COSMETICS INC,0.015625
10087,4/3/1991,BEAUTICONTROL COSMETICS INC,0
10087,5/3/1991,BEAUTICONTROL COSMETICS INC,0.015385
10087,6/3/1991,BEAUTICONTROL COSMETICS INC,0.05303
10087,7/3/1991,BEAUTICONTROL COSMETICS INC,-0.007194
10087,8/3/1991,BEAUTICONTROL COSMETICS INC,0.057971
10087,11/3/1991,BEAUTICONTROL COSMETICS INC,-0.020548
10087,12/3/1991,BEAUTICONTROL COSMETICS INC,0.034965
10087,13-03-1991,BEAUTICONTROL COSMETICS INC,0.013514
10087,14-03-1991,BEAUTICONTROL COSMETICS INC,-0.013333
10087,15-03-1991,BEAUTICONTROL COSMETICS INC,0.040541
10087,18-03-1991,BEAUTICONTROL COSMETICS INC,-0.025974
10087,19-03-1991,BEAUTICONTROL COSMETICS INC,0.053333
10087,20-03-1991,BEAUTICONTROL COSMETICS INC,0.025316
10087,21-03-1991,BEAUTICONTROL COSMETICS INC,0.018519
10087,22-03-1991,BEAUTICONTROL COSMETICS INC,-0.002667
10087,25-03-1991,BEAUTICONTROL COSMETICS INC,0
10087,26-03-1991,BEAUTICONTROL COSMETICS INC,0.02439
10087,27-03-1991,BEAUTICONTROL COSMETICS INC,0.047619
10087,28-03-1991,BEAUTICONTROL COSMETICS INC,0.056818
10087,1/4/1991,BEAUTICONTROL COSMETICS INC,0.064516
10087,2/4/1991,BEAUTICONTROL COSMETICS INC,0.020202
10087,3/4/1991,BEAUTICONTROL COSMETICS INC,-0.029703
10087,4/4/1991,BEAUTICONTROL COSMETICS INC,-0.030612
10087,5/4/1991,BEAUTICONTROL COSMETICS INC,-0.031579
10087,8/4/1991,BEAUTICONTROL COSMETICS INC,-0.032609
10087,9/4/1991,BEAUTICONTROL COSMETICS INC,0.033708
10087,10/4/1991,BEAUTICONTROL COSMETICS INC,0
10087,11/4/1991,BEAUTICONTROL COSMETICS INC,-0.01087
10087,12/4/1991,BEAUTICONTROL COSMETICS INC,0.021978
10087,15-04-1991,BEAUTICONTROL COSMETICS INC,-0.021505
10087,16-04-1991,BEAUTICONTROL COSMETICS INC,0.032967
10087,17-04-1991,BEAUTICONTROL COSMETICS INC,0.010638
10087,18-04-1991,BEAUTICONTROL COSMETICS INC,0
10087,19-04-1991,BEAUTICONTROL COSMETICS INC,0.010526
10087,22-04-1991,BEAUTICONTROL COSMETICS INC,-0.020833
10087,23-04-1991,BEAUTICONTROL COSMETICS INC,-0.010638
10087,24-04-1991,BEAUTICONTROL COSMETICS INC,0
10087,25-04-1991,BEAUTICONTROL COSMETICS INC,-0.010753
10087,26-04-1991,BEAUTICONTROL COSMETICS INC,-0.01087
10087,29-04-1991,BEAUTICONTROL COSMETICS INC,0
10087,30-04-1991,BEAUTICONTROL COSMETICS INC,0.010989
10087,1/5/1991,BEAUTICONTROL COSMETICS INC,0.01087
10087,2/5/1991,BEAUTICONTROL COSMETICS INC,-0.005376
10087,3/5/1991,BEAUTICONTROL COSMETICS INC,0.016216
10087,6/5/1991,BEAUTICONTROL COSMETICS INC,0
10087,7/5/1991,BEAUTICONTROL COSMETICS INC,-0.010638
10087,8/5/1991,BEAUTICONTROL COSMETICS INC,-0.010753
10087,9/5/1991,BEAUTICONTROL COSMETICS INC,0.021739
10087,10/5/1991,BEAUTICONTROL COSMETICS INC,-0.031915
10087,13-05-1991,BEAUTICONTROL COSMETICS INC,-0.010989
10087,14-05-1991,BEAUTICONTROL COSMETICS INC,0
10087,15-05-1991,BEAUTICONTROL COSMETICS INC,-0.022222
10087,16-05-1991,BEAUTICONTROL COSMETICS INC,0.034091
