permno1,,
84342,,
84291,,
84317,,
84406,,
84429,,
84571,,
84600,,
84721,,
84815,,
84836,,
84836,,
84796,,
85210,,
85210,,
85193,,
85159,,
85277,,
85291,,
85306,,
85309,,
85273,,
85396,,
85396,,
85396,,
85393,,
85380,,
85371,,
85385,,
85385,,
85385,,
85385,,
85385,,
85385,,
85389,,
85475,,
85475,,
86441,,
86441,,
85495,,
85495,,
85479,,
85579,,
85524,,
85559,,
85544,,
85676,,
85716,,
85740,,
85729,,
85840,,
85814,,
85814,,
85814,,
85838,,
85822,,
85819,,
85847,,
85847,,
85997,,
85959,,
85971,,
86070,,
86185,,
86200,,
86158,,
86187,,
86180,,
86180,,
86252,,
87131,,
86283,,
86331,,
86331,,
86323,,
86320,,
86360,,
86360,,
86360,,
86514,,
86514,,
86519,,
86496,,
86496,,
86569,,
86727,,
86721,,
86847,,
86927,,
86927,,
86926,,
86922,,
86890,,
87009,,
86983,,
86998,,
86998,,
86998,,
86961,,
87107,,
87082,,
87187,,
87156,,
87241,,
87257,,
87257,,
87357,,
87322,,
87407,,
87407,,
87409,,
87402,,
87480,,
87480,,
87498,,
87516,,
87486,,
87559,,
87635,,
87618,,
87598,,
87597,,
87597,,
87616,,
87623,,
87800,,
87800,,
87777,,
65832,,
49584,,
50032,,
69200,,
52484,,
71538,,
55781,,
70383,,
75328,,
75328,,
75328,,
55108,,
67432,,
67432,,
71685,,
65533,,
38893,,
48637,,
53575,,
75288,,
54543,,
32096,,
32205,,
69489,,
68945,,
42104,,
42104,,
40213,,
55191,,
75179,,87281
75179,,87281
75179,,87281
55036,,
70949,,
70949,,
75359,,
54818,,
67715,,
67715,,
53399,,
75189,,
75189,,
54471,,
42219,,
38578,,
75101,,
47183,,
47183,,
45137,,
51932,,
75602,,
75602,,
75195,,
76219,,
76475,,
78468,,
78468,,
86743,,
84402,,
13250,,
86018,,
80703,,
80701,,
76596,,
76634,,
76634,,
76673,,
77061,,
77546,,
77550,,
77608,,
77608,,
78796,,
78789,,
78948,,
79042,,
79042,,
79437,,
79545,,
79669,,
79779,,
79779,,
79925,,
79925,,
80192,,
80404,,
80425,,
80679,,
80786,,
81028,,
81047,,
81056,,
81060,,
84259,,
84259,,
81131,,
81293,,
81671,,
84027,,
84027,,
82235,,
82236,,
82242,,
82295,,
82295,,
82632,,
82773,,
82773,,
82795,,
82862,,
83232,,
83333,,
83439,,
83459,,
83583,,
83594,,
83594,,
83594,,
83598,,
83598,,
83602,,
83823,,
84018,,
84025,,
84036,,
84036,,
84169,,
84169,,
84361,,
84371,,
84377,,
84377,,
84377,,
84382,,
84391,,
84391,,
84396,,
84573,,
84779,,
84779,,
84779,,
84785,,
85071,,
85071,,
85071,,
85239,,
85343,,
85409,,
85409,,
85429,,
85431,,
85431,,
85431,,
85432,,
85436,,
85603,,
85603,,
85648,,
85648,,
85661,,
85903,,
85931,,
85944,,
85955,,
86010,,
86025,,
86025,,
86025,,
86102,,
86118,,
86118,,
86120,,
86120,,
86133,,
86587,,
86587,,
86602,,
86801,,
86801,,
86801,,
87041,,
87139,,
87140,,
87465,,
88169,,
88232,,
88246,,
88270,,
88287,,
88308,,
88366,,
88430,,
88477,,
88543,,
88543,,
88543,,
88574,,
88588,,
88634,,
88636,,
88651,,
88809,,
89028,,
89177,,
89326,,
89410,,
89410,,
89450,,
89450,,
89849,,
89932,,
89932,,
89939,,
90055,,
90210,,
90374,,
90468,,
90536,,
90554,,
90554,,
90613,,
90613,,
90714,,
90876,,
90877,,
90889,,
90889,,
90910,,
90920,,
90978,,
90978,,
90978,,
91033,,
91045,,
91117,,
91234,,
91234,,
91578,,
91675,,
91830,,
92021,,
92257,,
92376,,
92442,,
92442,,
92687,,
92765,,
93015,,
93323,,
12026,,
12515,,
12576,,
12682,,
13294,,
13535,,
13791,,
13875,,
14062,,
14603,,
14723,,
15315,,
,,
,,
,,
,,
,,
,,
,,
10195,,
,,
,,
,,
,,
65234,,
,,
79900,,
79900,,
,,
,,
,,
41428,,
,,
75493,,
,,
,,
46747,,
,,
,,
,,
,,
76670,,
,,
,,
76234,,
,,
,,
12249,,
72514,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
75524,,
75524,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
80778,,
,,
,,
11510,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
78031,,
,,
,,
,,
,,
,,
,,
,,
78220,,
,,
,,
,,
,,
,,
,,
,,
76787,,
,,
,,
,,
90721,,
,,
,,
86281,,
86281,,
,,
,,
,,
,,
,,
,,
,,
82661,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
75519,,
,,
,,
,,
,,
,,
,,
,,
76552,,
76552,,
,,
78848,,
88354,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
81229,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
85450,,
,,
,,
,,
,,
,,
77554,,
,,
,,
,,
82838,,
,,
,,
,,
,,
,,
80950,,
,,
,,
90909,,
,,
,,
,,
,,
,,
,,
,,
81628,,
81628,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
83510,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
81135,,
81135,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
91262,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
89354,,
,,
,,
,,
,,
89930,,
89930,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
89289,,
,,
,,
,,
,,
,,
,,
12877,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
90638,,
90638,,
90638,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
85675,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
88358,,
88358,,
,,
,,
,,
,,
,,
,,
,,
90733,,
90733,,
90733,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
77881,,
,,
,,
,,
,,
65154,,
,,
,,
,,
,,
,,
75369,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
77719,,
87283,,
87283,,
87283,,
65015,,
77799,,
77799,,
,,
,,
,,
,,
,,
75375,,
75375,,
,,
,,
,,
,,
75428,,
75428,,
78850,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
81029,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
91663,,
91663,,
91663,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
85344,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
86380,,
,,
,,
,,
15045,,
15045,,
15045,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
90452,,
90452,,
90452,,
,,
,,
,,
,,
,,
90071,,
,,
,,
,,
,,
,,
,,
,,
88911,,
88911,,
88911,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
92791,,
92791,,
92791,,
,,
,,
,,
91639,,
91639,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
14597,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
87281,,
87281,,
87281,,
