permno1,,
14286,,
18455,,
19589,,
19589,,
19589,,
19992,,
41444,,
25348,,
32599,,
28178,,
63554,,
29744,,
65226,,
28522,,
63597,,
63597,,
35781,,
39328,,
40097,,
41420,,
59301,,
45103,,
43327,,
43407,,
46739,,
47969,,
61137,,
49729,,
50287,,
51693,,
52581,,
12058,,
54827,,
56363,,
58077,,
64531,,
63749,,
64291,,
61620,,
66799,,
66967,,
68401,,
69682,,
57963,,
70790,,
72486,,
73083,,
68938,,
57067,,
57067,,
60003,,
60003,,
83417,,
83433,,
57648,,
65509,,
74895,,
40361,,
79119,,
12424,,
11983,,
43167,,
17671,,
16193,,
16193,,
82502,,
65306,,
78992,,
66413,,
34818,,
20571,,
68006,,
31318,,
74070,,
74070,,
61672,,
61672,,
82326,,
73614,,
61138,,
28207,,
39670,,
11974,,
11974,,
74975,,
74975,,
82668,,
12395,,
56630,,
92217,,
90908,,
91679,,
90740,,
91380,,
89333,,
89894,,
89894,,
92313,,
92313,,
85893,,
91396,,
91396,,
91396,,
91636,,
85287,,
10087,,
10105,,
10105,,
10105,,
10105,,
10178,,
10194,,
10343,,
10343,,
10484,,
10623,,
10623,,
10777,,
10784,,
10784,,
10821,,
11005,,
11005,,
11005,,
11005,,
11014,,
11014,,
11062,,
11139,,
11198,,
11231,,
11267,,
11281,,
11329,,
11329,,
11329,,
11331,,
11378,,
11416,,
11478,,
11591,,
11614,,
11617,,
11641,,
11764,,
11764,,
11858,,
10123,,
12253,,
75490,,
75488,,
76099,,
76391,,
76448,,
76171,,
76195,,
76195,,
76200,,
76217,,
76217,,
76565,,
76879,,
76982,,
76880,,
76623,,
76651,,
76651,,
76693,,
76717,,
76717,,
76739,,
76799,,
76844,,
76852,,
77038,,
77028,,
77045,,
77108,,
77207,,
77173,,
77284,,
77328,,
77347,,
77361,,
77361,,
77398,,
77405,,
77409,,
77555,,
77523,,
77532,,
77532,,
77539,,
77596,,
77850,,
77850,,
77851,,
77851,,
77978,,
77987,,
78001,,
78082,,
78180,,
78139,,
78838,,
78920,,
78956,,
79074,,
79163,,
79179,,
79179,,
79292,,
79301,,
79301,,
79301,,
79301,,
79305,,
79305,,
79296,,
79310,,
79310,,
79409,,
79374,,
79374,,
79428,,
79422,,
79422,,
79422,,
79415,,
79408,,
79408,,
79375,,
79494,,
79488,,
79533,,
79515,,
79466,,
79517,,
79619,,
79621,,
79706,,
79712,,
79725,,
79725,,
79876,,
79833,,
79882,,
79942,,
80009,,
80030,,
79945,,
79957,,
79957,,
80003,,
79956,,
80147,,
80159,,
80135,,
80289,,
80264,,
80226,,
80245,,
80333,,
80353,,
80330,,
80311,,
80439,,
80444,,
80443,,
80443,,
80443,,
80549,,
80556,,
80650,,
80612,,
80649,,
80756,,
80756,,
80773,,
80761,,
80752,,
80804,,
80846,,
80949,,
80913,,
81021,,
81005,,
80972,,
81086,,
81086,,
81110,,
81110,,
81097,,
81109,,
81119,,
81099,,
81161,,
81161,,
81146,,
81136,,
81136,,
81177,,
81212,,
81264,,
81279,,
81475,,
81505,,
81492,,
81631,,
81595,,
81685,,
81679,,
81760,,
81715,,
81720,,
82202,,
82202,,
82157,,
82286,,
82267,,
82472,,
82472,,
82510,,
82524,,
82524,,
82524,,
82524,,
82566,,
82584,,
82597,,
82568,,
82558,,
82548,,
82663,,
82703,,
82703,,
82703,,
82703,,
82696,,
82699,,
82832,,
82807,,
83180,,
83161,,
83175,,
83150,,
83164,,
83271,,
83271,,
83347,,
83274,,
83283,,
83304,,
83314,,
83241,,
83374,,
83374,,
83423,,
83367,,
83403,,
83354,,
83429,,
83526,,
83480,,
83524,,
83479,,
83570,,
83581,,
83674,,
83657,,
83681,,
83694,,
83766,,
83761,,
83761,,
83737,,
83789,,
83780,,
83908,,
83908,,
83857,,
83860,,
83963,,
84121,,
84121,,
84069,,
84046,,
84106,,
84132,,
84107,,
84107,,
84142,,
84142,,
84075,,
84220,,
84247,,
84219,,
84248,,
84250,,
84208,,
