,numbers,dollars
5988,12.0,0.0
5989,0.0,0.0
5990,1.0,0.0
5991,1.0,0.0
5992,0.0,0.0
5993,1.0,1.0
5994,2.0,0.0
5995,2.0,0.0
5996,3.0,2.0
5997,0.0,0.0
5998,2.0,0.0
5999,4.0,3.0
6000,5.0,5.0
6001,,
6002,4.0,0.0
6003,,
6004,0.0,0.0
6005,0.0,0.0
6006,3.0,0.0
6007,,
6008,0.0,0.0
6009,3.0,1.0
6010,,
6011,2.0,2.0
6012,40.0,6.0
6013,11.0,7.0
6014,2.0,0.0
6015,4.0,2.0
6016,,
6017,7.0,0.0
6018,9.0,0.0
6019,0.0,0.0
6020,4.0,0.0
6021,4.0,1.0
6022,,
6023,1.0,1.0
6024,7.0,0.0
6025,4.0,3.0
6026,43.0,1.0
6027,45.0,12.0
6028,10.0,7.0
6029,,
6030,0.0,0.0
6031,4.0,1.0
6032,0.0,0.0
6033,,
6034,0.0,0.0
6035,2.0,0.0
6036,2.0,2.0
6037,7.0,0.0
6038,25.0,16.0
6039,6.0,1.0
6040,,
6041,13.0,0.0
6042,14.0,3.0
6043,14.0,4.0
6044,,
6045,13.0,6.0
6046,33.0,0.0
6047,1.0,1.0
6048,,
6049,1.0,1.0
6050,17.0,6.0
6051,0.0,0.0
6052,21.0,4.0
6053,,
6054,,
6055,,
6056,7.0,6.0
6057,0.0,0.0
6058,,
6059,1.0,1.0
6060,2.0,0.0
6061,1.0,1.0
6062,23.0,9.0
6063,2.0,2.0
6064,,
6065,0.0,0.0
6066,1.0,0.0
6067,0.0,0.0
6068,1.0,0.0
6069,,
6070,0.0,0.0
6071,1.0,0.0
6072,,
6073,,
6074,,
6075,7.0,0.0
6076,11.0,0.0
6077,1.0,0.0
6078,1.0,0.0
6079,,
6080,5.0,3.0
6081,1.0,0.0
6082,2.0,2.0
6083,2.0,0.0
6084,,
6085,1.0,0.0
6086,,
6087,0.0,0.0
6088,,
6089,0.0,0.0
6090,0.0,0.0
6091,1.0,0.0
6092,1.0,0.0
6093,0.0,0.0
6094,2.0,0.0
6095,0.0,0.0
6096,0.0,0.0
6097,1.0,0.0
6098,,
6099,2.0,0.0
6100,,
6101,,
6102,,
6103,,
6104,12.0,5.0
6105,,
6106,0.0,0.0
6107,0.0,0.0
6108,4.0,1.0
6109,4.0,3.0
6110,1.0,0.0
6111,4.0,0.0
6112,,
6113,1.0,1.0
6114,34.0,0.0
6115,0.0,0.0
6116,15.0,6.0
6117,13.0,0.0
6118,,
6119,,
6120,,
6121,3.0,2.0
6122,,
6123,3.0,0.0
6124,0.0,0.0
6125,82.0,2.0
6126,13.0,8.0
6127,13.0,8.0
6128,1.0,0.0
6129,3.0,0.0
6130,1.0,0.0
6131,2.0,0.0
6132,5.0,1.0
6133,6.0,2.0
6134,69.0,0.0
6135,0.0,0.0
6136,,
6137,6.0,3.0
6138,62.0,7.0
6139,9.0,5.0
6140,0.0,0.0
6141,0.0,0.0
6142,0.0,0.0
6143,1.0,1.0
6144,1.0,0.0
6145,0.0,0.0
6146,,
6147,0.0,0.0
6148,66.0,0.0
6149,4.0,2.0
6150,0.0,0.0
6151,2.0,0.0
6152,0.0,0.0
6153,29.0,20.0
6154,,
6155,2.0,1.0
6156,5.0,1.0
6157,0.0,0.0
6158,5.0,3.0
6159,5.0,2.0
6160,4.0,0.0
6161,66.0,3.0
6162,0.0,0.0
6163,2.0,1.0
6164,5.0,3.0
6165,1.0,0.0
6166,10.0,3.0
6167,,
6168,0.0,0.0
6169,0.0,0.0
6170,,
6171,1.0,1.0
6172,12.0,5.0
6173,7.0,4.0
6174,8.0,3.0
6175,2.0,2.0
6176,2.0,1.0
6177,5.0,3.0
6178,34.0,22.0
6179,,
6180,3.0,3.0
6181,12.0,10.0
6182,4.0,1.0
6183,4.0,0.0
6184,0.0,0.0
6185,0.0,0.0
6186,12.0,0.0
6187,,
6188,4.0,2.0
6189,,
6190,1.0,0.0
6191,,
6192,,
6193,9.0,4.0
6194,1.0,1.0
6195,0.0,0.0
6196,4.0,1.0
6197,0.0,0.0
6198,0.0,0.0
6199,2.0,0.0
6200,3.0,2.0
6201,3.0,0.0
6202,,
6203,,
6204,,
6205,6.0,2.0
6206,6.0,2.0
6207,39.0,8.0
6208,,
6209,0.0,0.0
6210,23.0,7.0
6211,,
6212,6.0,1.0
6213,2.0,1.0
6214,0.0,0.0
6215,9.0,4.0
6216,0.0,0.0
6217,2.0,0.0
6218,10.0,4.0
6219,0.0,0.0
6220,0.0,0.0
6221,8.0,3.0
6222,1.0,0.0
6223,0.0,0.0
6224,15.0,13.0
6225,1.0,0.0
6226,6.0,0.0
6227,0.0,0.0
6228,8.0,2.0
6229,3.0,1.0
6230,3.0,1.0
6231,42.0,10.0
6232,0.0,0.0
6233,3.0,1.0
6234,1.0,1.0
6235,3.0,2.0
6236,7.0,1.0
6237,4.0,2.0
6238,29.0,8.0
6239,,
6240,3.0,0.0
6241,5.0,2.0
6242,3.0,1.0
6243,2.0,1.0
6244,2.0,1.0
6245,,
6246,4.0,2.0
6247,4.0,2.0
6248,2.0,0.0
6249,2.0,2.0
6250,2.0,2.0
6251,0.0,0.0
6252,15.0,3.0
6253,,
6254,11.0,10.0
6255,0.0,0.0
6256,5.0,2.0
6257,2.0,0.0
6258,2.0,2.0
6259,,
6260,2.0,0.0
6261,4.0,2.0
6262,3.0,2.0
6263,2.0,0.0
6264,2.0,2.0
6265,1.0,1.0
6266,2.0,0.0
6267,1.0,1.0
6268,7.0,4.0
6269,6.0,4.0
6270,0.0,0.0
6271,,
6272,10.0,4.0
6273,8.0,1.0
6274,,
6275,0.0,0.0
6276,0.0,0.0
6277,2.0,1.0
6278,4.0,4.0
6279,,
6280,,
6281,3.0,2.0
6282,5.0,3.0
6283,,
6284,,
6285,2.0,1.0
6286,2.0,1.0
6287,2.0,1.0
6288,1.0,0.0
6289,3.0,2.0
6290,0.0,0.0
6291,10.0,2.0
6292,10.0,2.0
6293,3.0,0.0
6294,3.0,0.0
6295,1.0,1.0
6296,0.0,0.0
6297,20.0,18.0
6298,1.0,1.0
6299,,
6300,1.0,1.0
6301,6.0,6.0
6302,28.0,8.0
6303,,
6304,2.0,0.0
6305,14.0,9.0
6306,,
6307,0.0,0.0
6308,1.0,0.0
6309,2.0,2.0
6310,4.0,1.0
6311,4.0,0.0
6312,2.0,1.0
6313,5.0,2.0
6314,,
6315,,
6316,6.0,2.0
6317,6.0,4.0
6318,1.0,0.0
6319,0.0,0.0
6320,,
6321,,
6322,2.0,0.0
6323,11.0,5.0
6324,,
6325,1.0,0.0
6326,3.0,1.0
6327,1.0,0.0
6328,14.0,8.0
6329,,
6330,2.0,1.0
6331,0.0,0.0
6332,5.0,0.0
6333,5.0,0.0
6334,1.0,0.0
6335,1.0,0.0
6336,0.0,0.0
6337,13.0,7.0
6338,13.0,7.0
6339,,
6340,9.0,1.0
6341,3.0,1.0
6342,,
6343,0.0,0.0
6344,1.0,0.0
6345,0.0,0.0
6346,0.0,0.0
6347,3.0,1.0
6348,3.0,2.0
6349,1.0,0.0
6350,,
6351,8.0,4.0
6352,0.0,0.0
6353,,
6354,1.0,0.0
6355,0.0,0.0
6356,8.0,4.0
6357,8.0,2.0
6358,8.0,3.0
6359,3.0,0.0
6360,4.0,2.0
6361,7.0,3.0
6362,2.0,1.0
6363,5.0,4.0
6364,,
6365,,
6366,0.0,0.0
6367,1.0,0.0
6368,1.0,0.0
6369,0.0,0.0
6370,,
6371,1.0,1.0
6372,3.0,0.0
6373,2.0,0.0
6374,0.0,0.0
6375,0.0,0.0
6376,2.0,0.0
6377,2.0,2.0
6378,0.0,0.0
6379,,
6380,0.0,0.0
6381,42.0,10.0
6382,2.0,2.0
6383,2.0,0.0
6384,2.0,0.0
6385,0.0,0.0
6386,5.0,0.0
6387,26.0,2.0
6388,4.0,4.0
6389,4.0,2.0
6390,,
6391,1.0,0.0
6392,15.0,13.0
6393,3.0,2.0
6394,,
6395,,
6396,2.0,0.0
6397,,
6398,8.0,6.0
6399,5.0,2.0
6400,3.0,0.0
6401,14.0,3.0
6402,1.0,1.0
6403,12.0,5.0
6404,6.0,0.0
6405,2.0,1.0
6406,,
6407,,
6408,0.0,0.0
6409,3.0,0.0
6410,3.0,2.0
6411,1.0,0.0
6412,0.0,0.0
6413,2.0,0.0
6414,,
6415,2.0,0.0
6416,0.0,0.0
6417,0.0,0.0
6418,,
6419,1.0,0.0
6420,12.0,3.0
6421,5.0,1.0
6422,2.0,2.0
6423,3.0,3.0
6424,26.0,11.0
6425,14.0,13.0
6426,,
6427,18.0,7.0
6428,8.0,0.0
6429,,
6430,2.0,1.0
6431,5.0,1.0
6432,6.0,2.0
6433,0.0,0.0
6434,0.0,0.0
6435,5.0,2.0
6436,29.0,9.0
6437,5.0,2.0
6438,0.0,0.0
6439,0.0,0.0
6440,,
6441,,
6442,0.0,0.0
6443,6.0,6.0
6444,,
6445,1.0,1.0
6446,0.0,0.0
6447,17.0,3.0
6448,31.0,9.0
6449,16.0,3.0
6450,8.0,5.0
6451,2.0,1.0
6452,3.0,3.0
6453,3.0,3.0
6454,1.0,1.0
6455,8.0,0.0
6456,1.0,0.0
6457,,
6458,,
6459,2.0,2.0
6460,18.0,7.0
6461,1.0,1.0
6462,0.0,0.0
6463,25.0,2.0
6464,13.0,2.0
6465,1.0,0.0
6466,28.0,8.0
6467,8.0,8.0
6468,3.0,2.0
6469,,
6470,,
6471,,
6472,3.0,3.0
6473,16.0,0.0
6474,,
6475,0.0,0.0
6476,14.0,5.0
6477,5.0,0.0
6478,35.0,21.0
6479,33.0,13.0
6480,2.0,0.0
6481,8.0,4.0
6482,,
6483,,
6484,0.0,0.0
6485,0.0,0.0
6486,0.0,0.0
6487,0.0,0.0
6488,1.0,0.0
6489,0.0,0.0
6490,15.0,1.0
6491,13.0,1.0
6492,0.0,0.0
6493,,
6494,,
6495,11.0,0.0
6496,4.0,1.0
6497,4.0,1.0
6498,2.0,1.0
6499,4.0,2.0
6500,3.0,2.0
6501,4.0,2.0
6502,19.0,9.0
6503,18.0,9.0
6504,2.0,0.0
6505,0.0,0.0
6506,2.0,0.0
6507,2.0,0.0
6508,7.0,3.0
6509,7.0,3.0
6510,4.0,1.0
6511,5.0,1.0
6512,4.0,1.0
6513,19.0,5.0
6514,19.0,5.0
6515,1.0,1.0
6516,,
6517,,
6518,,
6519,4.0,1.0
6520,2.0,0.0
6521,1.0,0.0
6522,2.0,0.0
6523,7.0,3.0
6524,0.0,0.0
6525,3.0,1.0
6526,,
6527,3.0,1.0
6528,,
6529,,
6530,25.0,10.0
6531,21.0,10.0
6532,11.0,9.0
6533,31.0,10.0
6534,1.0,1.0
6535,5.0,4.0
6536,2.0,1.0
6537,9.0,1.0
6538,6.0,1.0
6539,5.0,1.0
6540,0.0,0.0
6541,0.0,0.0
6542,0.0,0.0
6543,0.0,0.0
6544,4.0,0.0
6545,3.0,0.0
6546,0.0,0.0
6547,0.0,0.0
6548,4.0,2.0
6549,4.0,2.0
6550,4.0,1.0
6551,4.0,1.0
6552,7.0,0.0
6553,8.0,0.0
6554,5.0,1.0
6555,6.0,1.0
6556,45.0,12.0
6557,45.0,12.0
6558,,
6559,2.0,0.0
6560,0.0,0.0
6561,1.0,1.0
6562,3.0,0.0
6563,0.0,0.0
6564,,
6565,1.0,0.0
6566,5.0,1.0
6567,1.0,1.0
6568,0.0,0.0
6569,24.0,7.0
6570,9.0,1.0
6571,11.0,4.0
6572,5.0,2.0
6573,3.0,2.0
6574,2.0,0.0
6575,11.0,7.0
6576,1.0,0.0
6577,,
6578,25.0,6.0
6579,0.0,0.0
6580,14.0,6.0
6581,5.0,2.0
6582,,
6583,,
6584,1.0,0.0
6585,0.0,0.0
6586,0.0,0.0
6587,11.0,7.0
6588,,
6589,5.0,0.0
6590,5.0,0.0
6591,0.0,0.0
6592,1.0,0.0
6593,2.0,0.0
6594,25.0,6.0
6595,1.0,0.0
6596,1.0,0.0
6597,0.0,0.0
6598,0.0,0.0
6599,14.0,6.0
6600,5.0,2.0
6601,5.0,0.0
6602,,
6603,0.0,0.0
6604,4.0,4.0
6605,0.0,0.0
6606,0.0,0.0
6607,1.0,1.0
6608,11.0,7.0
6609,12.0,2.0
6610,1.0,0.0
6611,25.0,6.0
6612,11.0,4.0
6613,2.0,0.0
6614,17.0,6.0
6615,7.0,2.0
6616,1.0,0.0
6617,3.0,2.0
6618,4.0,2.0
6619,5.0,0.0
6620,1.0,0.0
6621,11.0,7.0
6622,5.0,4.0
6623,,
6624,16.0,6.0
6625,1.0,0.0
6626,2.0,0.0
6627,34.0,25.0
6628,1.0,0.0
6629,3.0,0.0
6630,4.0,0.0
6631,4.0,1.0
6632,,
6633,,
6634,0.0,0.0
6635,0.0,0.0
6636,0.0,0.0
6637,1.0,0.0
6638,,
6639,1.0,0.0
6640,0.0,0.0
6641,0.0,0.0
6642,1.0,0.0
6643,,
6644,0.0,0.0
6645,1.0,0.0
6646,0.0,0.0
6647,7.0,0.0
6648,0.0,0.0
6649,0.0,0.0
6650,0.0,0.0
6651,2.0,1.0
6652,0.0,0.0
6653,0.0,0.0
6654,0.0,0.0
6655,0.0,0.0
6656,0.0,0.0
6657,1.0,0.0
6658,1.0,0.0
6659,0.0,0.0
6660,3.0,0.0
6661,2.0,0.0
6662,1.0,0.0
6663,7.0,0.0
6664,1.0,1.0
6665,1.0,0.0
6666,4.0,1.0
6667,2.0,2.0
6668,3.0,0.0
6669,3.0,0.0
6670,0.0,0.0
6671,4.0,0.0
6672,1.0,1.0
6673,0.0,0.0
6674,2.0,0.0
6675,3.0,1.0
6676,2.0,0.0
6677,0.0,0.0
6678,1.0,0.0
6679,2.0,1.0
6680,15.0,8.0
6681,0.0,0.0
6682,0.0,0.0
6683,0.0,0.0
6684,2.0,1.0
6685,23.0,2.0
6686,1.0,0.0
6687,,
6688,4.0,3.0
6689,6.0,2.0
6690,2.0,0.0
6691,13.0,4.0
6692,0.0,0.0
6693,4.0,2.0
6694,0.0,0.0
6695,1.0,0.0
6696,7.0,2.0
6697,0.0,0.0
6698,0.0,0.0
6699,7.0,5.0
6700,0.0,0.0
6701,1.0,1.0
6702,3.0,2.0
6703,5.0,0.0
6704,1.0,1.0
6705,1.0,0.0
6706,0.0,0.0
6707,0.0,0.0
6708,3.0,3.0
6709,1.0,0.0
6710,9.0,2.0
6711,3.0,1.0
6712,2.0,0.0
6713,0.0,0.0
6714,2.0,0.0
6715,0.0,0.0
6716,3.0,0.0
6717,,
6718,2.0,0.0
6719,1.0,0.0
6720,2.0,2.0
6721,9.0,2.0
6722,0.0,0.0
6723,2.0,1.0
6724,0.0,0.0
6725,5.0,0.0
6726,2.0,0.0
6727,1.0,0.0
6728,,
6729,2.0,2.0
6730,0.0,0.0
6731,3.0,0.0
6732,7.0,4.0
6733,1.0,0.0
6734,14.0,5.0
6735,3.0,2.0
6736,,
6737,3.0,2.0
6738,,
6739,2.0,2.0
6740,0.0,0.0
6741,0.0,0.0
6742,1.0,1.0
6743,0.0,0.0
6744,25.0,16.0
6745,7.0,2.0
6746,3.0,0.0
6747,6.0,2.0
6748,5.0,0.0
6749,9.0,5.0
6750,0.0,0.0
6751,0.0,0.0
6752,8.0,0.0
6753,3.0,0.0
6754,1.0,0.0
6755,9.0,3.0
6756,3.0,0.0
6757,1.0,1.0
6758,5.0,1.0
6759,,
6760,0.0,0.0
6761,4.0,2.0
6762,,
6763,7.0,4.0
6764,3.0,0.0
6765,,
6766,12.0,3.0
6767,0.0,0.0
6768,,
6769,2.0,1.0
6770,2.0,0.0
6771,3.0,1.0
6772,1.0,0.0
6773,1.0,0.0
6774,0.0,0.0
6775,3.0,1.0
6776,7.0,0.0
6777,6.0,1.0
6778,2.0,0.0
6779,7.0,0.0
6780,2.0,0.0
6781,,
6782,1.0,0.0
6783,1.0,0.0
6784,2.0,1.0
6785,,
6786,7.0,2.0
6787,4.0,0.0
6788,,
6789,1.0,0.0
6790,14.0,0.0
6791,0.0,0.0
6792,,
6793,5.0,2.0
6794,5.0,2.0
6795,2.0,0.0
6796,5.0,1.0
6797,1.0,0.0
6798,,
6799,5.0,0.0
6800,0.0,0.0
6801,1.0,1.0
6802,4.0,3.0
6803,0.0,0.0
6804,,
6805,2.0,2.0
6806,19.0,9.0
6807,6.0,2.0
6808,,
6809,1.0,0.0
6810,,
6811,7.0,1.0
6812,26.0,0.0
6813,3.0,0.0
6814,12.0,5.0
6815,3.0,2.0
6816,3.0,2.0
6817,0.0,0.0
6818,,
6819,15.0,2.0
6820,2.0,0.0
6821,,
6822,0.0,0.0
6823,,
6824,0.0,0.0
6825,1.0,0.0
6826,3.0,3.0
6827,0.0,0.0
6828,0.0,0.0
6829,,
6830,2.0,1.0
6831,5.0,4.0
6832,,
6833,2.0,0.0
6834,15.0,14.0
6835,10.0,2.0
6836,7.0,2.0
6837,11.0,5.0
6838,1.0,1.0
6839,3.0,2.0
6840,,
6841,1.0,0.0
6842,2.0,0.0
6843,10.0,4.0
6844,6.0,2.0
6845,1.0,1.0
6846,,
6847,3.0,2.0
6848,8.0,6.0
6849,14.0,11.0
6850,0.0,0.0
6851,9.0,1.0
6852,5.0,2.0
6853,,
6854,,
6855,,
6856,,
6857,0.0,0.0
6858,19.0,4.0
6859,33.0,2.0
6860,,
6861,0.0,0.0
6862,9.0,2.0
6863,2.0,2.0
6864,5.0,1.0
6865,1.0,0.0
6866,,
6867,2.0,2.0
6868,,
6869,1.0,0.0
6870,0.0,0.0
6871,5.0,2.0
6872,3.0,0.0
6873,32.0,22.0
6874,0.0,0.0
6875,0.0,0.0
6876,11.0,2.0
6877,0.0,0.0
6878,0.0,0.0
6879,4.0,2.0
6880,,
6881,4.0,1.0
6882,0.0,0.0
6883,,
6884,0.0,0.0
6885,2.0,2.0
6886,2.0,0.0
6887,13.0,1.0
6888,2.0,1.0
6889,3.0,2.0
6890,3.0,3.0
6891,2.0,2.0
6892,3.0,1.0
6893,0.0,0.0
6894,0.0,0.0
6895,8.0,1.0
6896,1.0,0.0
6897,,
6898,,
6899,24.0,15.0
6900,6.0,6.0
6901,,
6902,,
6903,7.0,1.0
6904,4.0,4.0
6905,1.0,0.0
6906,,
6907,2.0,0.0
6908,2.0,0.0
6909,1.0,0.0
6910,0.0,0.0
6911,6.0,0.0
6912,0.0,0.0
6913,7.0,1.0
6914,,
6915,1.0,1.0
6916,8.0,8.0
6917,5.0,0.0
6918,,
6919,,
6920,1.0,0.0
6921,2.0,1.0
6922,7.0,4.0
6923,17.0,14.0
6924,,
6925,3.0,2.0
6926,4.0,4.0
6927,0.0,0.0
6928,0.0,0.0
6929,8.0,2.0
6930,0.0,0.0
6931,4.0,1.0
6932,1.0,1.0
6933,9.0,2.0
6934,5.0,0.0
6935,,
6936,2.0,1.0
6937,0.0,0.0
6938,1.0,1.0
6939,4.0,3.0
6940,16.0,5.0
6941,4.0,0.0
6942,1.0,1.0
6943,1.0,1.0
6944,3.0,3.0
6945,9.0,5.0
6946,1.0,0.0
6947,0.0,0.0
6948,1.0,0.0
6949,5.0,1.0
6950,0.0,0.0
6951,12.0,1.0
6952,1.0,0.0
6953,,
6954,,
6955,,
6956,3.0,0.0
6957,6.0,3.0
6958,0.0,0.0
6959,4.0,4.0
6960,0.0,0.0
6961,2.0,0.0
6962,2.0,0.0
6963,3.0,1.0
6964,3.0,1.0
6965,4.0,0.0
6966,0.0,0.0
6967,0.0,0.0
6968,26.0,2.0
6969,4.0,0.0
6970,6.0,6.0
6971,0.0,0.0
6972,0.0,0.0
6973,2.0,1.0
6974,0.0,0.0
6975,,
6976,10.0,10.0
6977,,
6978,,
6979,0.0,0.0
6980,21.0,0.0
6981,,
6982,,
6983,2.0,1.0
6984,0.0,0.0
6985,0.0,0.0
6986,0.0,0.0
6987,2.0,0.0
6988,3.0,0.0
6989,0.0,0.0
6990,7.0,2.0
6991,2.0,0.0
6992,2.0,1.0
6993,1.0,0.0
6994,4.0,1.0
6995,0.0,0.0
6996,1.0,1.0
6997,2.0,0.0
6998,5.0,0.0
6999,,
7000,,
7001,4.0,2.0
7002,1.0,0.0
7003,7.0,3.0
7004,5.0,0.0
7005,8.0,4.0
7006,3.0,1.0
7007,0.0,0.0
7008,17.0,1.0
7009,5.0,2.0
7010,0.0,0.0
7011,0.0,0.0
7012,1.0,0.0
7013,3.0,0.0
7014,14.0,7.0
7015,0.0,0.0
7016,1.0,1.0
7017,0.0,0.0
7018,0.0,0.0
7019,,
7020,3.0,2.0
7021,19.0,9.0
7022,3.0,2.0
7023,10.0,0.0
7024,38.0,21.0
7025,5.0,2.0
7026,0.0,0.0
7027,1.0,0.0
7028,3.0,1.0
7029,0.0,0.0
7030,4.0,0.0
7031,4.0,0.0
7032,3.0,3.0
7033,3.0,0.0
7034,1.0,0.0
7035,0.0,0.0
7036,7.0,1.0
7037,0.0,0.0
7038,0.0,0.0
7039,,
7040,36.0,15.0
7041,4.0,4.0
7042,6.0,1.0
7043,1.0,0.0
7044,1.0,0.0
7045,8.0,1.0
7046,3.0,0.0
7047,7.0,1.0
7048,,
7049,7.0,3.0
7050,4.0,0.0
7051,0.0,0.0
7052,,
7053,,
7054,4.0,0.0
7055,1.0,1.0
7056,8.0,2.0
7057,7.0,2.0
7058,3.0,2.0
7059,1.0,0.0
7060,9.0,6.0
7061,66.0,41.0
7062,2.0,1.0
7063,2.0,0.0
7064,0.0,0.0
7065,0.0,0.0
7066,2.0,1.0
7067,0.0,0.0
7068,4.0,4.0
7069,1.0,0.0
7070,19.0,3.0
7071,9.0,2.0
7072,0.0,0.0
7073,0.0,0.0
7074,4.0,0.0
7075,3.0,0.0
7076,3.0,0.0
7077,,
7078,4.0,1.0
7079,,
7080,2.0,0.0
7081,2.0,0.0
7082,2.0,0.0
7083,0.0,0.0
7084,11.0,7.0
7085,1.0,0.0
7086,10.0,0.0
7087,0.0,0.0
7088,1.0,0.0
7089,2.0,2.0
7090,,
7091,5.0,0.0
7092,2.0,0.0
7093,0.0,0.0
7094,4.0,0.0
7095,0.0,0.0
7096,1.0,0.0
7097,18.0,0.0
7098,,
7099,0.0,0.0
7100,0.0,0.0
7101,1.0,1.0
7102,3.0,0.0
7103,2.0,1.0
7104,2.0,0.0
7105,1.0,0.0
7106,3.0,0.0
7107,1.0,0.0
7108,1.0,0.0
7109,0.0,0.0
7110,0.0,0.0
7111,0.0,0.0
7112,5.0,0.0
7113,0.0,0.0
7114,1.0,0.0
7115,1.0,0.0
7116,,
7117,1.0,0.0
7118,1.0,1.0
7119,3.0,0.0
7120,4.0,0.0
7121,0.0,0.0
7122,0.0,0.0
7123,2.0,1.0
7124,10.0,1.0
7125,2.0,0.0
7126,5.0,2.0
7127,3.0,0.0
7128,4.0,0.0
7129,4.0,0.0
7130,5.0,0.0
7131,,
7132,2.0,0.0
7133,5.0,0.0
7134,,
7135,2.0,0.0
7136,0.0,0.0
7137,0.0,0.0
7138,1.0,0.0
7139,,
7140,,
7141,1.0,0.0
7142,0.0,0.0
7143,0.0,0.0
7144,0.0,0.0
7145,1.0,0.0
7146,7.0,1.0
7147,7.0,1.0
7148,,
7149,1.0,0.0
7150,4.0,0.0
7151,0.0,0.0
7152,0.0,0.0
7153,3.0,3.0
7154,1.0,0.0
7155,0.0,0.0
7156,0.0,0.0
7157,4.0,0.0
7158,8.0,0.0
7159,4.0,0.0
7160,5.0,0.0
7161,1.0,0.0
7162,0.0,0.0
7163,6.0,0.0
7164,5.0,0.0
7165,0.0,0.0
7166,,
7167,2.0,0.0
7168,,
7169,1.0,0.0
7170,4.0,0.0
7171,12.0,0.0
7172,3.0,1.0
7173,0.0,0.0
7174,3.0,0.0
7175,3.0,0.0
7176,0.0,0.0
7177,1.0,1.0
7178,,
7179,13.0,8.0
7180,3.0,0.0
7181,2.0,0.0
7182,10.0,4.0
7183,8.0,0.0
7184,3.0,1.0
7185,1.0,0.0
7186,3.0,1.0
7187,,
7188,7.0,0.0
7189,0.0,0.0
7190,0.0,0.0
7191,1.0,0.0
7192,0.0,0.0
7193,4.0,3.0
7194,2.0,0.0
7195,7.0,0.0
7196,2.0,0.0
7197,1.0,0.0
7198,5.0,0.0
7199,0.0,0.0
7200,2.0,0.0
7201,0.0,0.0
7202,,
7203,1.0,0.0
7204,0.0,0.0
7205,2.0,0.0
7206,,
7207,1.0,1.0
7208,17.0,1.0
7209,9.0,9.0
7210,4.0,0.0
7211,,
7212,7.0,5.0
7213,,
7214,2.0,0.0
7215,0.0,0.0
7216,1.0,0.0
7217,1.0,0.0
7218,1.0,0.0
7219,1.0,0.0
7220,,
7221,0.0,0.0
7222,0.0,0.0
7223,4.0,0.0
7224,3.0,0.0
7225,0.0,0.0
7226,8.0,1.0
7227,0.0,0.0
7228,0.0,0.0
7229,0.0,0.0
7230,0.0,0.0
7231,,
7232,0.0,0.0
7233,0.0,0.0
7234,0.0,0.0
7235,0.0,0.0
7236,7.0,2.0
7237,3.0,0.0
7238,0.0,0.0
7239,25.0,10.0
7240,25.0,10.0
7241,,
7242,1.0,0.0
7243,1.0,0.0
7244,2.0,2.0
7245,0.0,0.0
7246,19.0,3.0
7247,0.0,0.0
7248,1.0,0.0
7249,0.0,0.0
7250,3.0,0.0
7251,0.0,0.0
7252,,
7253,1.0,0.0
7254,0.0,0.0
7255,,
7256,7.0,3.0
7257,0.0,0.0
7258,1.0,0.0
7259,1.0,0.0
7260,8.0,2.0
7261,6.0,3.0
7262,2.0,0.0
7263,0.0,0.0
7264,5.0,1.0
7265,0.0,0.0
7266,,
7267,2.0,0.0
7268,0.0,0.0
7269,4.0,1.0
7270,0.0,0.0
7271,1.0,1.0
7272,1.0,1.0
7273,2.0,1.0
7274,3.0,2.0
7275,1.0,1.0
7276,5.0,3.0
7277,9.0,3.0
7278,,
7279,12.0,8.0
7280,8.0,8.0
7281,1.0,1.0
7282,22.0,11.0
7283,1.0,0.0
7284,,
7285,5.0,0.0
7286,3.0,2.0
7287,5.0,0.0
7288,1.0,0.0
7289,5.0,2.0
7290,1.0,1.0
7291,3.0,1.0
7292,18.0,4.0
7293,7.0,3.0
7294,0.0,0.0
7295,5.0,1.0
7296,4.0,3.0
7297,0.0,0.0
7298,0.0,0.0
7299,0.0,0.0
7300,2.0,0.0
7301,1.0,0.0
7302,11.0,11.0
7303,0.0,0.0
7304,8.0,0.0
7305,0.0,0.0
7306,1.0,0.0
7307,,
7308,1.0,0.0
7309,18.0,6.0
7310,0.0,0.0
7311,4.0,2.0
7312,3.0,3.0
7313,8.0,0.0
7314,6.0,0.0
7315,0.0,0.0
7316,1.0,0.0
7317,1.0,0.0
7318,2.0,0.0
7319,20.0,5.0
7320,6.0,1.0
7321,3.0,1.0
7322,6.0,1.0
7323,1.0,0.0
7324,13.0,13.0
7325,0.0,0.0
7326,0.0,0.0
7327,8.0,0.0
7328,,
7329,23.0,1.0
7330,3.0,0.0
7331,3.0,0.0
7332,,
7333,5.0,5.0
7334,0.0,0.0
7335,10.0,2.0
7336,0.0,0.0
7337,3.0,0.0
7338,2.0,0.0
7339,3.0,0.0
7340,0.0,0.0
7341,1.0,0.0
7342,1.0,0.0
7343,4.0,2.0
7344,0.0,0.0
7345,1.0,0.0
7346,12.0,0.0
7347,1.0,0.0
7348,3.0,1.0
7349,4.0,0.0
7350,2.0,1.0
7351,5.0,0.0
7352,7.0,0.0
7353,6.0,3.0
7354,4.0,0.0
7355,10.0,2.0
7356,1.0,0.0
7357,0.0,0.0
7358,0.0,0.0
7359,5.0,0.0
7360,3.0,0.0
7361,0.0,0.0
7362,0.0,0.0
7363,0.0,0.0
7364,4.0,0.0
7365,8.0,5.0
7366,8.0,4.0
7367,9.0,1.0
7368,5.0,0.0
7369,3.0,2.0
7370,2.0,2.0
