,numbers,dollars
14156,2.0,0.0
14157,0.0,0.0
14158,5.0,1.0
14159,6.0,2.0
14160,7.0,5.0
14161,4.0,1.0
14162,8.0,3.0
14163,6.0,2.0
14164,3.0,0.0
14165,6.0,3.0
14166,8.0,5.0
14167,6.0,1.0
14168,27.0,10.0
14169,16.0,0.0
14170,10.0,1.0
14171,9.0,3.0
14172,1.0,0.0
14173,8.0,1.0
14174,0.0,0.0
14175,4.0,1.0
14176,3.0,1.0
14177,6.0,3.0
14178,18.0,5.0
14179,,
14180,12.0,3.0
14181,4.0,1.0
14182,6.0,2.0
14183,7.0,3.0
14184,9.0,2.0
14185,5.0,2.0
14186,9.0,3.0
14187,33.0,15.0
14188,6.0,2.0
14189,6.0,2.0
14190,2.0,0.0
14191,0.0,0.0
14192,5.0,4.0
14193,1.0,0.0
14194,,
14195,12.0,4.0
14196,1.0,0.0
14197,3.0,1.0
14198,4.0,2.0
14199,16.0,0.0
14200,7.0,0.0
14201,7.0,0.0
14202,2.0,1.0
14203,,
14204,0.0,0.0
14205,0.0,0.0
14206,0.0,0.0
14207,5.0,2.0
14208,,
14209,14.0,0.0
14210,8.0,3.0
14211,7.0,3.0
14212,5.0,0.0
14213,27.0,8.0
14214,5.0,3.0
14215,7.0,4.0
14216,,
14217,2.0,2.0
14218,11.0,2.0
14219,1.0,1.0
14220,3.0,0.0
14221,,
14222,3.0,3.0
14223,3.0,1.0
14224,8.0,1.0
14225,6.0,0.0
14226,1.0,0.0
14227,0.0,0.0
14228,3.0,2.0
14229,0.0,0.0
14230,3.0,2.0
14231,3.0,1.0
14232,,
14233,2.0,2.0
14234,1.0,0.0
14235,,
14236,13.0,1.0
14237,12.0,0.0
14238,8.0,0.0
14239,4.0,1.0
14240,11.0,0.0
14241,,
14242,42.0,10.0
14243,0.0,0.0
14244,11.0,0.0
14245,4.0,0.0
14246,4.0,0.0
14247,1.0,0.0
14248,0.0,0.0
14249,7.0,2.0
14250,,
14251,2.0,0.0
14252,0.0,0.0
14253,,
14254,6.0,1.0
14255,49.0,4.0
14256,16.0,2.0
14257,5.0,1.0
14258,8.0,2.0
14259,1.0,1.0
14260,4.0,0.0
14261,4.0,0.0
14262,1.0,1.0
14263,1.0,1.0
14264,2.0,0.0
14265,9.0,0.0
14266,14.0,0.0
14267,,
14268,20.0,2.0
14269,,
14270,0.0,0.0
14271,19.0,2.0
14272,19.0,2.0
14273,9.0,2.0
14274,23.0,3.0
14275,30.0,4.0
14276,52.0,7.0
14277,,
14278,,
14279,0.0,0.0
14280,4.0,1.0
14281,8.0,4.0
14282,1.0,0.0
14283,3.0,1.0
14284,1.0,1.0
14285,,
14286,3.0,0.0
14287,,
14288,,
14289,,
14290,3.0,2.0
14291,1.0,0.0
14292,7.0,0.0
14293,,
14294,4.0,0.0
14295,11.0,0.0
14296,,
14297,13.0,7.0
14298,39.0,0.0
14299,14.0,0.0
14300,3.0,2.0
14301,,
14302,,
14303,,
14304,,
14305,,
14306,3.0,1.0
14307,13.0,8.0
14308,7.0,0.0
14309,7.0,0.0
14310,7.0,2.0
14311,0.0,0.0
14312,,
14313,,
14314,5.0,0.0
14315,12.0,4.0
14316,42.0,4.0
14317,0.0,0.0
14318,3.0,0.0
14319,4.0,1.0
14320,10.0,0.0
14321,5.0,1.0
14322,,
14323,0.0,0.0
14324,3.0,3.0
14325,4.0,2.0
14326,1.0,0.0
14327,11.0,2.0
14328,,
14329,,
14330,,
14331,,
14332,,
14333,,
14334,1.0,0.0
14335,12.0,0.0
14336,,
14337,9.0,1.0
14338,,
14339,1.0,1.0
14340,,
14341,1.0,0.0
14342,0.0,0.0
14343,10.0,1.0
14344,1.0,0.0
14345,8.0,2.0
14346,,
14347,8.0,2.0
14348,2.0,0.0
14349,5.0,0.0
14350,0.0,0.0
14351,,
14352,4.0,0.0
14353,,
14354,7.0,1.0
14355,,
14356,43.0,10.0
14357,43.0,10.0
14358,,
14359,,
14360,,
14361,6.0,4.0
14362,1.0,0.0
14363,18.0,3.0
14364,9.0,0.0
14365,7.0,2.0
14366,5.0,2.0
14367,,
14368,10.0,2.0
14369,,
14370,0.0,0.0
14371,,
14372,0.0,0.0
14373,47.0,3.0
14374,,
14375,13.0,4.0
14376,4.0,4.0
14377,,
14378,,
14379,,
14380,1.0,0.0
14381,3.0,3.0
14382,9.0,1.0
14383,6.0,3.0
14384,0.0,0.0
14385,6.0,0.0
14386,,
14387,,
14388,,
14389,0.0,0.0
14390,3.0,3.0
14391,,
14392,,
14393,34.0,10.0
14394,1.0,1.0
14395,2.0,0.0
14396,,
14397,0.0,0.0
14398,1.0,1.0
14399,7.0,1.0
14400,2.0,0.0
14401,1.0,0.0
14402,5.0,3.0
14403,25.0,14.0
14404,5.0,1.0
14405,22.0,4.0
14406,,
14407,,
14408,,
14409,,
14410,11.0,0.0
14411,0.0,0.0
14412,5.0,1.0
14413,9.0,7.0
14414,,
14415,9.0,0.0
14416,24.0,19.0
14417,1.0,0.0
14418,,
14419,1.0,0.0
14420,,
14421,0.0,0.0
14422,5.0,0.0
14423,1.0,0.0
14424,6.0,0.0
14425,6.0,1.0
14426,7.0,2.0
14427,8.0,1.0
14428,,
14429,0.0,0.0
14430,3.0,1.0
14431,7.0,0.0
14432,3.0,2.0
14433,0.0,0.0
14434,2.0,0.0
14435,23.0,19.0
14436,37.0,11.0
14437,3.0,0.0
14438,0.0,0.0
14439,0.0,0.0
14440,0.0,0.0
14441,2.0,0.0
14442,0.0,0.0
14443,5.0,0.0
14444,,
14445,12.0,0.0
14446,9.0,0.0
14447,1.0,1.0
14448,2.0,0.0
14449,0.0,0.0
14450,2.0,1.0
14451,0.0,0.0
14452,5.0,2.0
14453,0.0,0.0
14454,7.0,0.0
14455,0.0,0.0
14456,0.0,0.0
14457,5.0,1.0
14458,1.0,0.0
14459,,
14460,3.0,0.0
14461,12.0,0.0
14462,,
14463,,
14464,,
14465,,
14466,2.0,0.0
14467,1.0,0.0
14468,0.0,0.0
14469,2.0,0.0
14470,3.0,1.0
14471,24.0,2.0
14472,14.0,2.0
14473,,
14474,12.0,3.0
14475,5.0,1.0
14476,2.0,2.0
14477,2.0,1.0
14478,,
14479,2.0,1.0
14480,1.0,0.0
14481,,
14482,0.0,0.0
14483,1.0,1.0
14484,,
14485,,
14486,20.0,1.0
14487,0.0,0.0
14488,,
14489,2.0,1.0
14490,2.0,2.0
14491,0.0,0.0
14492,2.0,1.0
14493,,
14494,0.0,0.0
14495,,
14496,,
14497,6.0,2.0
14498,0.0,0.0
14499,1.0,1.0
14500,4.0,0.0
14501,,
14502,,
14503,1.0,0.0
14504,0.0,0.0
14505,,
14506,2.0,0.0
14507,,
14508,8.0,0.0
14509,7.0,2.0
14510,7.0,2.0
14511,,
14512,11.0,3.0
14513,1.0,0.0
14514,0.0,0.0
14515,0.0,0.0
14516,2.0,1.0
14517,1.0,0.0
14518,1.0,0.0
14519,0.0,0.0
14520,,
14521,,
14522,2.0,0.0
14523,,
14524,,
14525,4.0,3.0
14526,4.0,2.0
14527,,
14528,2.0,0.0
14529,,
14530,,
14531,,
14532,,
14533,1.0,0.0
14534,0.0,0.0
14535,,
14536,0.0,0.0
14537,,
14538,,
14539,2.0,1.0
14540,,
14541,1.0,0.0
14542,0.0,0.0
14543,0.0,0.0
14544,,
14545,0.0,0.0
14546,,
14547,,
14548,22.0,3.0
14549,0.0,0.0
14550,1.0,0.0
14551,,
14552,,
14553,0.0,0.0
14554,,
14555,0.0,0.0
14556,,
14557,4.0,0.0
14558,4.0,2.0
14559,9.0,6.0
14560,0.0,0.0
14561,7.0,1.0
14562,0.0,0.0
14563,2.0,0.0
14564,2.0,0.0
14565,11.0,3.0
14566,0.0,0.0
14567,,
14568,,
14569,0.0,0.0
14570,,
14571,8.0,3.0
14572,1.0,1.0
14573,1.0,1.0
14574,,
14575,,
14576,,
14577,2.0,0.0
14578,,
14579,0.0,0.0
14580,1.0,0.0
14581,,
14582,0.0,0.0
14583,0.0,0.0
14584,,
14585,,
14586,,
14587,0.0,0.0
14588,4.0,1.0
14589,,
14590,6.0,1.0
14591,,
14592,2.0,0.0
14593,2.0,0.0
14594,5.0,1.0
14595,,
14596,,
14597,,
14598,,
14599,3.0,2.0
14600,0.0,0.0
14601,0.0,0.0
14602,12.0,2.0
14603,12.0,2.0
14604,,
14605,0.0,0.0
14606,0.0,0.0
14607,10.0,4.0
14608,,
14609,0.0,0.0
14610,0.0,0.0
14611,0.0,0.0
14612,,
14613,3.0,3.0
14614,3.0,0.0
14615,1.0,0.0
14616,,
14617,4.0,2.0
14618,0.0,0.0
14619,,
14620,3.0,1.0
14621,0.0,0.0
14622,4.0,0.0
14623,0.0,0.0
14624,,
14625,,
14626,,
14627,7.0,2.0
14628,,
14629,,
14630,4.0,0.0
14631,,
14632,,
14633,,
14634,,
14635,0.0,0.0
14636,,
14637,6.0,0.0
14638,3.0,2.0
14639,,
14640,,
14641,1.0,0.0
14642,,
14643,2.0,0.0
14644,,
14645,,
14646,12.0,6.0
14647,1.0,0.0
14648,6.0,1.0
14649,,
14650,,
14651,,
14652,0.0,0.0
14653,2.0,1.0
14654,,
14655,0.0,0.0
14656,0.0,0.0
14657,0.0,0.0
14658,2.0,0.0
14659,,
14660,,
14661,3.0,0.0
14662,1.0,1.0
14663,,
14664,0.0,0.0
14665,6.0,5.0
14666,,
14667,,
14668,2.0,2.0
14669,6.0,0.0
14670,1.0,0.0
14671,0.0,0.0
14672,6.0,0.0
14673,0.0,0.0
14674,6.0,0.0
14675,,
14676,0.0,0.0
14677,8.0,2.0
14678,2.0,0.0
14679,2.0,0.0
14680,1.0,0.0
14681,0.0,0.0
14682,5.0,2.0
14683,,
14684,,
14685,0.0,0.0
14686,,
14687,,
14688,0.0,0.0
14689,4.0,2.0
14690,,
14691,,
14692,8.0,2.0
14693,1.0,0.0
14694,1.0,0.0
14695,1.0,0.0
14696,0.0,0.0
14697,1.0,0.0
14698,0.0,0.0
14699,6.0,3.0
14700,7.0,7.0
14701,2.0,1.0
14702,,
14703,6.0,4.0
14704,1.0,0.0
14705,0.0,0.0
14706,5.0,2.0
14707,5.0,2.0
14708,5.0,1.0
14709,3.0,1.0
14710,0.0,0.0
14711,,
14712,0.0,0.0
14713,,
14714,2.0,1.0
14715,15.0,1.0
14716,0.0,0.0
14717,4.0,2.0
14718,1.0,1.0
14719,3.0,0.0
14720,11.0,2.0
14721,,
14722,0.0,0.0
14723,3.0,2.0
14724,2.0,2.0
14725,,
14726,2.0,1.0
14727,5.0,3.0
14728,4.0,2.0
14729,,
14730,0.0,0.0
14731,3.0,0.0
14732,1.0,1.0
14733,0.0,0.0
14734,1.0,0.0
14735,2.0,1.0
14736,,
14737,,
14738,,
14739,,
14740,,
14741,6.0,3.0
14742,,
14743,,
14744,0.0,0.0
14745,,
14746,,
14747,3.0,1.0
14748,4.0,0.0
14749,8.0,1.0
14750,0.0,0.0
14751,2.0,1.0
14752,,
14753,3.0,1.0
14754,6.0,2.0
14755,5.0,1.0
14756,0.0,0.0
14757,0.0,0.0
14758,3.0,0.0
14759,0.0,0.0
14760,3.0,0.0
14761,0.0,0.0
14762,0.0,0.0
14763,1.0,1.0
14764,0.0,0.0
14765,0.0,0.0
14766,2.0,0.0
14767,,
14768,1.0,1.0
14769,0.0,0.0
14770,0.0,0.0
14771,0.0,0.0
14772,0.0,0.0
14773,0.0,0.0
14774,,
14775,11.0,6.0
14776,2.0,1.0
14777,4.0,2.0
14778,0.0,0.0
14779,3.0,0.0
14780,1.0,0.0
14781,,
14782,0.0,0.0
14783,3.0,0.0
14784,5.0,0.0
14785,8.0,0.0
14786,3.0,2.0
14787,0.0,0.0
14788,2.0,1.0
14789,,
14790,0.0,0.0
14791,14.0,2.0
14792,0.0,0.0
14793,1.0,0.0
14794,,
14795,3.0,2.0
14796,,
14797,0.0,0.0
14798,6.0,0.0
14799,13.0,2.0
14800,12.0,2.0
14801,1.0,0.0
14802,1.0,0.0
14803,6.0,0.0
14804,0.0,0.0
14805,1.0,0.0
14806,2.0,0.0
14807,,
14808,4.0,2.0
14809,1.0,1.0
14810,0.0,0.0
14811,2.0,2.0
14812,,
14813,1.0,0.0
14814,5.0,1.0
14815,3.0,2.0
14816,,
14817,0.0,0.0
14818,,
14819,4.0,0.0
14820,7.0,0.0
14821,3.0,1.0
14822,3.0,0.0
14823,,
14824,0.0,0.0
14825,1.0,1.0
14826,2.0,0.0
14827,5.0,0.0
14828,4.0,2.0
14829,0.0,0.0
14830,2.0,0.0
14831,6.0,5.0
14832,0.0,0.0
14833,,
14834,8.0,5.0
14835,0.0,0.0
14836,5.0,0.0
14837,14.0,0.0
14838,4.0,2.0
14839,2.0,0.0
14840,,
14841,0.0,0.0
14842,4.0,2.0
14843,1.0,1.0
14844,3.0,3.0
14845,0.0,0.0
14846,4.0,0.0
14847,0.0,0.0
14848,6.0,2.0
14849,0.0,0.0
14850,7.0,4.0
14851,13.0,3.0
14852,27.0,0.0
14853,0.0,0.0
14854,2.0,2.0
14855,1.0,1.0
14856,,
14857,0.0,0.0
14858,1.0,0.0
14859,0.0,0.0
14860,0.0,0.0
14861,0.0,0.0
14862,0.0,0.0
14863,8.0,2.0
14864,2.0,2.0
14865,7.0,0.0
14866,15.0,13.0
14867,13.0,2.0
14868,0.0,0.0
14869,,
14870,,
14871,4.0,4.0
14872,2.0,0.0
14873,1.0,1.0
14874,2.0,0.0
14875,,
14876,3.0,2.0
14877,0.0,0.0
14878,,
14879,2.0,1.0
14880,4.0,1.0
14881,1.0,0.0
14882,3.0,0.0
14883,0.0,0.0
14884,0.0,0.0
14885,20.0,0.0
14886,8.0,2.0
14887,7.0,2.0
14888,0.0,0.0
14889,6.0,0.0
14890,11.0,0.0
14891,,
14892,,
14893,,
14894,,
14895,0.0,0.0
14896,,
14897,1.0,0.0
14898,40.0,4.0
14899,0.0,0.0
14900,3.0,1.0
14901,6.0,4.0
14902,30.0,9.0
14903,10.0,0.0
14904,13.0,1.0
14905,1.0,1.0
14906,7.0,0.0
14907,1.0,1.0
14908,1.0,0.0
14909,,
14910,,
14911,,
14912,2.0,0.0
14913,,
14914,3.0,3.0
14915,0.0,0.0
14916,,
14917,1.0,0.0
14918,,
14919,,
14920,11.0,8.0
14921,6.0,2.0
14922,2.0,0.0
14923,0.0,0.0
14924,7.0,5.0
14925,0.0,0.0
14926,0.0,0.0
14927,5.0,0.0
14928,1.0,0.0
14929,,
14930,11.0,0.0
14931,0.0,0.0
14932,10.0,2.0
14933,0.0,0.0
14934,3.0,2.0
14935,2.0,0.0
14936,,
14937,7.0,5.0
14938,5.0,2.0
14939,,
14940,,
14941,,
14942,2.0,1.0
14943,2.0,2.0
14944,4.0,4.0
14945,4.0,2.0
14946,0.0,0.0
14947,0.0,0.0
14948,,
14949,0.0,0.0
14950,4.0,0.0
14951,,
14952,,
14953,2.0,0.0
14954,,
14955,,
14956,0.0,0.0
14957,1.0,0.0
14958,10.0,0.0
14959,0.0,0.0
14960,9.0,3.0
14961,1.0,0.0
14962,1.0,0.0
14963,,
14964,3.0,1.0
14965,1.0,0.0
14966,1.0,1.0
14967,4.0,0.0
14968,,
14969,,
14970,1.0,1.0
14971,1.0,0.0
14972,1.0,1.0
14973,8.0,3.0
14974,2.0,0.0
14975,2.0,0.0
14976,0.0,0.0
14977,5.0,4.0
14978,19.0,13.0
14979,0.0,0.0
14980,4.0,1.0
14981,,
14982,18.0,4.0
14983,3.0,0.0
14984,1.0,1.0
14985,3.0,2.0
14986,0.0,0.0
14987,,
14988,4.0,2.0
14989,,
14990,,
14991,0.0,0.0
14992,,
14993,5.0,0.0
14994,0.0,0.0
14995,6.0,3.0
14996,4.0,0.0
14997,,
14998,4.0,2.0
14999,,
15000,0.0,0.0
15001,1.0,0.0
15002,0.0,0.0
15003,0.0,0.0
15004,0.0,0.0
15005,8.0,1.0
15006,7.0,1.0
15007,,
15008,,
15009,,
15010,7.0,0.0
15011,4.0,2.0
15012,5.0,4.0
15013,0.0,0.0
15014,0.0,0.0
15015,2.0,0.0
15016,2.0,2.0
15017,2.0,0.0
15018,2.0,2.0
15019,10.0,0.0
15020,2.0,0.0
15021,0.0,0.0
15022,9.0,3.0
15023,,
15024,0.0,0.0
15025,4.0,1.0
15026,0.0,0.0
15027,,
15028,,
15029,5.0,1.0
15030,2.0,1.0
15031,0.0,0.0
15032,1.0,0.0
15033,2.0,0.0
15034,6.0,2.0
15035,1.0,0.0
15036,13.0,7.0
15037,7.0,0.0
15038,10.0,7.0
15039,,
15040,3.0,2.0
15041,5.0,2.0
15042,0.0,0.0
15043,8.0,0.0
15044,,
15045,,
15046,2.0,2.0
15047,0.0,0.0
15048,4.0,0.0
15049,2.0,2.0
15050,4.0,2.0
15051,5.0,2.0
15052,,
15053,0.0,0.0
15054,2.0,2.0
15055,0.0,0.0
15056,4.0,1.0
15057,3.0,1.0
15058,0.0,0.0
15059,0.0,0.0
15060,,
15061,5.0,3.0
15062,0.0,0.0
15063,26.0,14.0
15064,,
15065,1.0,0.0
15066,10.0,0.0
15067,0.0,0.0
15068,5.0,2.0
15069,,
15070,4.0,1.0
15071,0.0,0.0
15072,9.0,3.0
15073,4.0,1.0
15074,,
15075,,
15076,1.0,0.0
15077,,
15078,,
15079,,
15080,2.0,2.0
15081,6.0,4.0
15082,0.0,0.0
15083,4.0,1.0
15084,,
15085,2.0,2.0
15086,4.0,4.0
15087,13.0,2.0
15088,1.0,1.0
15089,,
15090,0.0,0.0
15091,3.0,2.0
15092,,
15093,33.0,9.0
15094,0.0,0.0
15095,,
15096,,
15097,1.0,0.0
15098,8.0,3.0
15099,6.0,3.0
15100,8.0,0.0
15101,3.0,0.0
15102,3.0,2.0
15103,,
15104,,
15105,7.0,0.0
15106,,
15107,,
15108,32.0,0.0
15109,3.0,0.0
15110,,
15111,10.0,0.0
15112,2.0,0.0
15113,,
15114,,
15115,0.0,0.0
15116,,
15117,3.0,1.0
15118,1.0,0.0
15119,0.0,0.0
15120,,
15121,,
15122,8.0,8.0
15123,9.0,1.0
15124,,
15125,3.0,1.0
15126,0.0,0.0
15127,4.0,2.0
15128,21.0,10.0
15129,,
15130,4.0,0.0
15131,6.0,0.0
15132,1.0,1.0
15133,0.0,0.0
15134,3.0,2.0
15135,4.0,3.0
15136,7.0,2.0
15137,,
15138,,
15139,,
15140,5.0,4.0
15141,,
15142,4.0,0.0
15143,,
15144,0.0,0.0
15145,,
15146,,
15147,,
15148,,
15149,,
15150,,
15151,,
15152,10.0,0.0
15153,0.0,0.0
15154,8.0,3.0
15155,4.0,0.0
15156,2.0,0.0
15157,6.0,3.0
15158,7.0,2.0
15159,0.0,0.0
15160,,
15161,0.0,0.0
15162,8.0,3.0
15163,,
15164,,
15165,3.0,2.0
15166,2.0,1.0
15167,0.0,0.0
15168,0.0,0.0
15169,0.0,0.0
15170,4.0,4.0
15171,5.0,1.0
15172,0.0,0.0
15173,4.0,3.0
15174,5.0,1.0
15175,3.0,3.0
15176,2.0,0.0
15177,1.0,0.0
15178,0.0,0.0
15179,,
15180,,
15181,2.0,1.0
15182,2.0,2.0
15183,3.0,2.0
15184,8.0,2.0
15185,,
15186,,
15187,,
15188,,
15189,1.0,0.0
15190,0.0,0.0
15191,2.0,0.0
15192,3.0,0.0
15193,1.0,0.0
15194,0.0,0.0
15195,0.0,0.0
15196,4.0,2.0
15197,,
15198,4.0,2.0
15199,,
15200,8.0,0.0
15201,0.0,0.0
15202,1.0,0.0
15203,,
15204,0.0,0.0
15205,13.0,3.0
15206,,
15207,21.0,2.0
15208,,
15209,,
15210,,
15211,,
15212,,
15213,,
15214,3.0,0.0
15215,3.0,0.0
15216,10.0,9.0
15217,1.0,0.0
15218,10.0,0.0
15219,4.0,1.0
15220,3.0,0.0
15221,5.0,2.0
15222,0.0,0.0
15223,1.0,0.0
15224,4.0,1.0
15225,0.0,0.0
15226,,
15227,,
15228,5.0,0.0
15229,5.0,4.0
15230,0.0,0.0
15231,3.0,0.0
15232,0.0,0.0
15233,1.0,1.0
15234,2.0,2.0
15235,1.0,0.0
15236,0.0,0.0
15237,4.0,2.0
15238,,
15239,,
15240,1.0,0.0
15241,0.0,0.0
15242,0.0,0.0
15243,11.0,2.0
15244,0.0,0.0
15245,3.0,0.0
15246,5.0,1.0
15247,0.0,0.0
15248,4.0,1.0
15249,0.0,0.0
15250,0.0,0.0
15251,0.0,0.0
15252,0.0,0.0
15253,0.0,0.0
15254,,
15255,,
15256,2.0,1.0
15257,0.0,0.0
15258,34.0,13.0
15259,34.0,13.0
15260,3.0,3.0
15261,1.0,0.0
15262,0.0,0.0
15263,0.0,0.0
15264,4.0,2.0
15265,4.0,2.0
15266,1.0,1.0
15267,,
15268,,
15269,,
15270,,
15271,6.0,2.0
15272,7.0,7.0
15273,0.0,0.0
15274,,
15275,1.0,1.0
15276,,
15277,,
15278,,
15279,4.0,2.0
15280,4.0,2.0
15281,3.0,1.0
15282,,
15283,0.0,0.0
15284,,
15285,,
15286,,
15287,1.0,0.0
15288,,
15289,7.0,2.0
15290,12.0,1.0
15291,,
15292,0.0,0.0
15293,0.0,0.0
15294,0.0,0.0
15295,,
15296,8.0,0.0
15297,8.0,0.0
15298,0.0,0.0
15299,,
15300,,
15301,1.0,0.0
15302,0.0,0.0
15303,6.0,3.0
15304,1.0,0.0
15305,0.0,0.0
15306,,
15307,,
15308,,
15309,,
15310,,
15311,3.0,0.0
15312,5.0,1.0
15313,1.0,1.0
15314,,
15315,,
15316,,
15317,1.0,0.0
15318,0.0,0.0
15319,4.0,1.0
15320,,
15321,11.0,4.0
15322,,
15323,2.0,0.0
15324,3.0,2.0
15325,3.0,2.0
15326,,
15327,,
15328,,
15329,,
15330,7.0,2.0
15331,7.0,2.0
15332,13.0,0.0
15333,3.0,0.0
15334,4.0,1.0
15335,2.0,1.0
15336,0.0,0.0
15337,9.0,3.0
15338,5.0,3.0
15339,1.0,0.0
15340,3.0,2.0
15341,3.0,2.0
15342,6.0,3.0
15343,3.0,0.0
15344,,
15345,8.0,5.0
15346,0.0,0.0
15347,3.0,1.0
15348,2.0,0.0
15349,5.0,2.0
15350,,
15351,,
15352,,
15353,0.0,0.0
15354,10.0,0.0
15355,1.0,0.0
15356,2.0,0.0
15357,5.0,0.0
15358,1.0,0.0
15359,,
15360,,
15361,0.0,0.0
15362,1.0,0.0
15363,,
15364,0.0,0.0
15365,10.0,1.0
15366,,
15367,2.0,0.0
15368,,
15369,,
15370,,
15371,,
15372,7.0,1.0
15373,5.0,1.0
15374,,
15375,,
15376,6.0,4.0
15377,7.0,2.0
15378,11.0,1.0
15379,3.0,3.0
15380,1.0,0.0
15381,3.0,1.0
15382,3.0,2.0
15383,3.0,2.0
15384,11.0,5.0
15385,,
15386,,
15387,11.0,5.0
15388,,
15389,,
15390,2.0,1.0
15391,,
15392,11.0,1.0
15393,5.0,1.0
15394,,
15395,,
15396,4.0,2.0
15397,4.0,2.0
15398,1.0,0.0
15399,,
15400,,
15401,7.0,3.0
15402,,
15403,,
15404,2.0,0.0
15405,,
15406,,
15407,,
15408,,
15409,4.0,0.0
15410,1.0,1.0
15411,13.0,1.0
15412,0.0,0.0
15413,2.0,1.0
15414,2.0,0.0
15415,0.0,0.0
15416,,
15417,,
15418,5.0,0.0
15419,,
15420,,
15421,,
15422,,
15423,0.0,0.0
15424,5.0,3.0
15425,,
15426,1.0,1.0
15427,0.0,0.0
15428,6.0,3.0
15429,2.0,2.0
15430,2.0,2.0
15431,2.0,2.0
15432,,
15433,11.0,3.0
15434,,
15435,11.0,3.0
15436,,
15437,,
15438,4.0,1.0
15439,4.0,2.0
15440,5.0,3.0
15441,2.0,0.0
15442,1.0,0.0
15443,0.0,0.0
15444,0.0,0.0
15445,8.0,2.0
15446,,
15447,,
15448,5.0,2.0
15449,5.0,2.0
15450,,
15451,,
15452,,
15453,,
15454,,
15455,0.0,0.0
15456,3.0,0.0
15457,3.0,1.0
15458,10.0,0.0
15459,0.0,0.0
15460,,
15461,,
15462,0.0,0.0
15463,2.0,2.0
15464,0.0,0.0
15465,0.0,0.0
15466,1.0,0.0
15467,0.0,0.0
15468,,
15469,1.0,0.0
15470,,
15471,,
15472,,
15473,1.0,0.0
15474,0.0,0.0
15475,2.0,0.0
15476,0.0,0.0
15477,0.0,0.0
15478,0.0,0.0
15479,14.0,5.0
15480,3.0,1.0
15481,,
15482,,
15483,11.0,0.0
15484,2.0,1.0
15485,1.0,0.0
15486,4.0,0.0
15487,,
15488,2.0,0.0
15489,4.0,0.0
15490,3.0,2.0
15491,4.0,2.0
15492,,
15493,,
15494,,
15495,,
15496,1.0,0.0
15497,1.0,0.0
15498,2.0,0.0
15499,0.0,0.0
15500,3.0,3.0
15501,,
15502,,
15503,3.0,2.0
15504,3.0,2.0
15505,1.0,0.0
15506,7.0,0.0
15507,,
15508,5.0,1.0
15509,,
15510,,
15511,,
15512,,
15513,,
15514,10.0,0.0
15515,2.0,1.0
15516,3.0,1.0
15517,3.0,1.0
15518,4.0,2.0
15519,3.0,1.0
15520,3.0,1.0
15521,0.0,0.0
15522,7.0,5.0
15523,0.0,0.0
15524,,
15525,,
15526,0.0,0.0
15527,96.0,23.0
15528,2.0,1.0
15529,21.0,7.0
15530,7.0,4.0
15531,1.0,0.0
15532,0.0,0.0
15533,,
15534,,
15535,,
15536,5.0,2.0
15537,4.0,0.0
15538,0.0,0.0
15539,,
15540,,
15541,0.0,0.0
15542,19.0,6.0
15543,2.0,2.0
15544,0.0,0.0
15545,,
15546,,
15547,,
15548,,
15549,9.0,3.0
15550,8.0,3.0
15551,7.0,6.0
15552,2.0,0.0
15553,10.0,2.0
15554,3.0,0.0
15555,5.0,1.0
15556,,
15557,,
15558,2.0,2.0
15559,5.0,2.0
15560,5.0,2.0
15561,1.0,1.0
15562,5.0,2.0
15563,,
15564,,
15565,4.0,0.0
15566,1.0,0.0
15567,,
15568,,
15569,,
15570,,
15571,,
15572,1.0,1.0
15573,0.0,0.0
15574,,
15575,,
15576,1.0,1.0
15577,1.0,1.0
15578,3.0,2.0
15579,9.0,1.0
15580,,
15581,15.0,3.0
15582,6.0,3.0
15583,1.0,0.0
15584,0.0,0.0
15585,3.0,1.0
15586,,
15587,,
15588,,
15589,0.0,0.0
15590,3.0,2.0
15591,0.0,0.0
15592,,
15593,2.0,0.0
15594,6.0,1.0
15595,7.0,1.0
15596,15.0,6.0
15597,,
15598,,
15599,7.0,6.0
15600,3.0,1.0
15601,3.0,2.0
15602,3.0,2.0
15603,2.0,0.0
15604,,
15605,,
15606,,
15607,9.0,3.0
15608,,
15609,,
15610,9.0,3.0
15611,3.0,0.0
15612,0.0,0.0
15613,0.0,0.0
15614,6.0,2.0
15615,12.0,9.0
15616,,
15617,,
15618,,
15619,0.0,0.0
15620,4.0,2.0
15621,4.0,2.0
15622,2.0,1.0
15623,,
15624,,
15625,,
15626,,
15627,0.0,0.0
15628,,
15629,1.0,1.0
15630,,
15631,,
15632,,
15633,,
15634,7.0,4.0
15635,2.0,0.0
15636,,
15637,,
15638,3.0,0.0
15639,2.0,2.0
15640,2.0,2.0
15641,0.0,0.0
15642,2.0,2.0
15643,2.0,2.0
15644,8.0,5.0
15645,,
15646,,
15647,10.0,3.0
15648,,
15649,,
15650,10.0,3.0
15651,1.0,1.0
15652,1.0,0.0
15653,0.0,0.0
15654,4.0,3.0
15655,4.0,1.0
15656,0.0,0.0
15657,6.0,4.0
15658,3.0,1.0
15659,3.0,2.0
15660,,
15661,2.0,0.0
15662,4.0,0.0
15663,,
15664,2.0,0.0
15665,2.0,1.0
15666,5.0,0.0
15667,3.0,2.0
15668,,
15669,8.0,0.0
15670,,
15671,,
15672,,
15673,,
15674,6.0,3.0
15675,5.0,2.0
