"permco","permno1","permno2","permno3","fyear","Target_CUSIP","Target_Name","Acquiror_Name","Status","Acquiror_Primary_Ticker_Symbol","Target_Primary_Ticker_Symbol","Acquiror_Ticker_Symbol","Target_Ticker_Symbol","Acquiror__CUSIP","sdc_Deal_Number","year_acq_ann","month_acq_ann","yearmonth_acq_ann","yearmonth_acq_ann_complete","acq_complete","year_acq_ann_complete","month_acq_ann_complete","price_per_share","Target_Share_Price_4_Weeks_Prior","Target_Share_Price_1_Week_Prior","Target_Share_Price_1_Day_Prior","percentage_Shares_acq","perc_owned_after_transaction","percentage_shares_sought","Date_Announced","Date_Effective","Date_Withdrawn"
16054,85959,,,1998,"025353","American Dental Partners Inc","JLL Crown Merger Sub LLC","Completed",,"ADPI",,"ADPI","47613H",2359960020,2011,11,24143,24143,1,2011,11,19,9.47,10.56,10.38,100,100,100,11/7/2011,2/9/2012,
16067,85971,,,1998,"695459","PAETEC Holding Corp","Windstream Corp","Completed","WIN","PAET","WIN","PAET","97381W",2333741020,2011,8,24140,24140,1,2011,8,5.62,4.74,4.69,4.42,100,100,100,8/1/2011,12/1/2011,
16086,86070,,,1998,"006847","Adelphia Business Solutions","Shareholders","Completed",,"ABIZ",,"ABIZ","81949M",1237797020,2001,11,24023,24023,1,2001,11,0.23,0.95,0.72,0.94,79,79,79,11/9/2001,1/11/2002,
16138,86185,,,1998,"750857","Rainbow Rentals","Rent-A-Center Inc","Completed","RCII","RBOW","RCII","RBOW","76009N",1482654020,2004,2,24050,24050,1,2004,2,16,7.25,8.16,8.16,100,100,100,2/4/2004,5/14/2004,
16142,86200,,,1998,"98137N","WorkFlow Management Inc","Investor Group","Completed",,"WORK",,"WORK","46145M",1481893020,2004,1,24049,24049,1,2004,1,5.56,5.84,5.19,5.1,100,100,100,1/30/2004,4/26/2004,
16167,86158,,,1998,"192446","Cognizant Tech Solutions Corp","Shareholders","Completed",,"CTSH",,"CTSH","81949M",1345858020,2002,11,24035,24035,1,2002,11,62.48,64.76,72.75,69.39,56,56,56,11/14/2002,2/7/2003,
16169,86187,,,1998,"760981","Restoration Hardware Inc","Catterton Partners Corp","Completed",,"RSTO",,"RSTO","14950P",1922741020,2007,11,24095,24095,1,2007,11,4.5,3.25,2.85,2.68,100,100,100,11/8/2007,6/17/2008,
16186,86180,88358,,1998,"604567","MIPS Technologies Inc","Imagination Tech Grp PLC","Completed","IMG","MIPS","IMG","MIPS~MIPSB","45281C",2405493020,2012,11,24155,24155,1,2012,11,,5.45,5.24,5.21,100,100,100,11/5/2012,2/7/2013,
16186,86180,88358,,1998,"604567","MIPS Technologies Inc","Shareholders","Completed",,"MIPS",,"MIPS","81949M",1007687020,2000,5,24005,24005,1,2000,5,35.13,30.625,25.5,28.625,65.23,65.2,65.2,5/17/2000,6/20/2000,
16192,86252,,,1998,"172853","Citadel Communications Corp","FLCC Holdings Inc","Completed",,"CITC",,"CITC","30351W",1082464020,2001,1,24013,24013,1,2001,1,26,11,14.75,17.5,100,100,100,1/15/2001,6/26/2001,
16201,87131,,,1998,"499005","Knight Capital Group Inc","Investor Group","Completed",,"KCG",,"KCG","46145M",2439906020,2012,8,24152,24152,1,2012,8,,11.83,10.42,4.05,73.08,73.1,73.1,8/6/2012,8/6/2012,
16244,86283,,,1998,"640506","NEON Communications Inc","Globix Corp","Completed","GEX",,"GBXXE~GEX",,"37957F",1603278020,2004,7,24055,24055,1,2004,7,,,,,100,100,100,7/19/2004,3/8/2005,
16253,86331,,,1998,"485808","Kasper ASL Ltd","Jones Apparel Group Inc","Completed","JNY","KASPQ","JNY","KASPQ","480074",1421576020,2003,8,24044,24044,1,2003,8,,4.38,2.55,2.85,100,100,100,8/5/2003,12/1/2003,
16253,86331,,,1998,"485808","Kasper ASL Ltd","Investor Group","Completed",,"KASPQ",,"KASPQ","46145M",1351169020,2002,12,24036,24036,1,2002,12,,0.06,0.13,0.13,100,100,100,12/5/2002,12/1/2003,
16254,86323,,,1998,"278856","Eclipsys Corp","Allscripts-Misys Healthcare","Completed","MDRX","ECLP","MDRX","ECLP","01988P",2190866020,2010,6,24126,24126,1,2010,6,22.1,19.47,19.27,18.51,100,100,100,6/9/2010,9/1/2010,
16260,86320,,,1999,"19248N","Cohesion Technologies Inc","Angiotech Pharmaceuticals Inc","Completed","ANPI","CSON","ANPI~ANP","CSON","034918",1331967020,2002,9,24033,24033,1,2002,9,4.05,2.03,2.05,2.25,100,100,100,9/30/2002,1/31/2003,
16283,86360,90733,,1999,"521863","Leap Wireless Intl Inc","AT&T Inc","Completed","T","LEAP","T~T*~SOBA~T~T","LEAP","00206R",2107585020,2013,7,24163,24163,1,2013,7,15,17.89,17.39,17.75,100,100,100,7/12/2013,3/13/2014,
16283,86360,90733,,1999,"521863","Leap Wireless Intl Inc","Creditors","Completed",,"LEAP",,"LEAP","22542Z",1603048020,2003,4,24040,24040,1,2003,4,,0.13,0.18,0.15,100,100,100,4/14/2003,8/16/2004,
16283,86360,90733,,1999,"521863","Leap Wireless Intl Inc","Shareholders","Completed",,,,,"81949M",771976020,1998,7,23983,23983,1,1998,7,,,,,100,100,100,7/1/1998,9/23/1998,
16330,86514,,,1998,"903469","uBID Inc","Takumi Interactive Inc","Completed",,"UBID",,"UBID","87130W",1383872020,2003,4,24040,24040,1,2003,4,,,,,100,100,100,4/3/2003,4/3/2003,
16330,86514,,,1998,"903469","uBID Inc","CMGI Inc","Completed","CMGI","UBID","CMGI","UBID","125750",975382020,2000,2,24002,24002,1,2000,2,31.67,26.688,25.938,26.688,100,100,100,2/10/2000,5/1/2000,
16337,86519,,,1998,"98413F","Xoom.com Inc","NBC","Completed",,"XMCM",,"XMCM","63506Q",890005020,1999,5,23993,23993,1,1999,5,73,76.875,68.5625,75.125,100,100,100,5/10/1999,11/30/1999,
16338,86496,,,1999,"207142","Conexant Systems Inc","Golden Gate Private Equity Inc","Completed",,"CNXT",,"CNXT","37880H",2278764020,2011,2,24134,24134,1,2011,2,2.4,1.68,1.63,1.89,100,100,100,2/7/2011,4/19/2011,
16338,86496,,,1999,"207142","Conexant Systems Inc","Shareholders","Completed",,,,,"81949M",770736020,1998,6,23982,23982,1,1998,6,18.81,,,,100,100,100,6/29/1998,12/31/1998,
16381,86569,,,1999,"222814","Covad Commun Grp Inc","Platinum Equity LLC","Completed",,"DVW",,"DVW","72766K",1919176020,2007,10,24094,24094,1,2007,10,1.02,0.62,0.63,0.64,100,100,100,10/29/2007,4/15/2008,
16400,86727,,,1999,"607533","Modem Media Inc","Digitas Inc","Completed","DTAS","MMPT","DTAS","MMPT","25388K",1587174020,2004,7,24055,24055,1,2004,7,3.01,5.69,5.02,4.3,100,100,100,7/15/2004,10/15/2004,
16406,86721,,,1999,"40422Y","HLTH Corp","WebMD Health Corp","Completed","WBMD","HLTH","WBMD","HLTH","94770V",2083566020,2009,6,24114,24114,1,2009,6,12.54,11.73,11.81,11.76,100,100,100,6/18/2009,10/23/2009,
16469,86847,,,1999,"24688Q","dELIA s Corp","Alloy Inc","Completed","ALOY","DLIA","ALOY","DLIA","019855",1420184020,2003,7,24043,24043,1,2003,7,0.93,0.71,0.75,0.79,100,100,100,7/31/2003,9/17/2003,
16500,86927,,,1999,"928615","VoiceStream Wireless Corp","Shareholders","Completed",,,,,"81949M",921914020,1999,4,23992,23992,1,1999,4,,,,,80.1,80.1,80.1,4/30/1999,5/3/1999,
16500,86927,,,1999,"928615","VoiceStream Wireless Corp","Deutsche Telekom AG","Completed","DTE","VSTR","DTE~DT","VSTR","251566",1023678020,2000,7,24007,24007,1,2000,7,93.96,117.75,117.9375,125.875,100,100,100,7/24/2000,5/31/2001,
16525,86926,,,1999,"87311L","tw telecom inc","Level 3 Communications Inc","Completed","LVLT","TWTC","LVLT","TWTC","52729N",2646335020,2014,6,24174,24174,1,2014,6,40.86,32.31,32.54,32.33,100,100,100,6/16/2014,10/31/2014,
16539,86922,,,1999,"88033A","TenFold Corp","Versata Inc","Completed",,"TENF",,"TENF","925298",1962964020,2008,3,24099,24099,1,2008,3,0.04,0.036,0.04,0.04,100,100,100,3/24/2008,5/30/2008,
16550,86890,,,1999,"279765","Edgar Online Inc","RR Donnelley & Sons Co","Completed","RRD","EDGR","RRD","EDGR","257867",2417514020,2012,5,24149,24149,1,2012,5,1.09,0.73,0.77,0.72,100,100,100,5/22/2012,8/14/2012,
16564,87009,,,1999,"83611Q","SoundView Technology Group Inc","The Charles Schwab Corp","Completed","SCHW","SNDV","SCHW~SCHW","SNDV","808513",1452054020,2003,11,24047,24047,1,2003,11,15.5,10.71,12,13.25,100,100,100,11/19/2003,1/15/2004,
16592,86983,,,1999,"27784T","EasyLink Services Corp","Internet Commerce Corp","Completed","ICCA","EASY","ICCA~1CCSU~ICCSW~ICCSZ~ICCA","EASY","46059F",1832101020,2007,1,24085,24085,1,2007,1,5,2.55,3.071,3.63,100,100,100,1/19/2007,8/20/2007,
16611,86998,,,1999,"903404","US Search.com Inc","Inome Inc","Completed",,,,,"46408Z",2197988020,2010,3,24123,24123,1,2010,3,,,,,100,100,100,3/25/2010,3/25/2010,
16611,86998,,,1999,"903404","US Search.com Inc","Highland Capital Partners LP","Completed",,,,,"43888H",1914426020,2007,10,24094,24094,1,2007,10,,,,,100,100,100,10/15/2007,10/15/2007,
16611,86998,,,1999,"903404","US Search.com Inc","First American Corp","Completed","FAF","SRCH","FAF","SRCH","318522",1351997020,2002,12,24036,24036,1,2002,12,0.87,0.32,0.55,0.73,100,100,100,12/13/2002,6/5/2003,
16615,86961,,,1999,"26861P","E-Loan Inc","Popular Inc","Completed","BPOP","EELN","BPOP","EELN","733174",1683834020,2005,8,24068,24068,1,2005,8,4.25,3.47,3.13,3.09,100,100,100,8/3/2005,11/1/2005,
16672,87107,,,1999,"344155","Focal Communications Corp","Corvis Corp","Completed","CORV","FCOM","CORV","FCOM","221009",1504442020,2004,3,24051,24051,1,2004,3,,0.01,0.01,0.01,100,100,100,3/3/2004,9/2/2004,
16680,87082,,,1999,"64108N","Net2Phone Inc","IDT Corp","Completed","IDT","NTOP","IDT~IDT","NTOP","448947",1675578020,2005,6,24066,24066,1,2005,6,2.05,1.6,1.53,1.41,59,100,59,6/28/2005,3/13/2006,
16694,87187,,,1999,"848636","SplitRock Services Inc","McLeodUSA Inc","Completed","MUSA","SPLT","MUSA~MCLDQ~MCLDD~MCLD","SPLT","582266",959208020,2000,1,24001,24001,1,2000,1,28.12,19.875,19.875,22.125,100,100,100,1/7/2000,4/3/2000,
16915,87156,,,1999,"44982L","IPIX Corp","Minds-Eye-View Inc","Completed",,,,,"60271Q",2335120020,2007,5,24089,24089,1,2007,5,,,,,100,100,100,5/21/2007,5/21/2007,
17128,87241,,,1999,"483600","Kana Software Inc","Accel-KKR LLC","Completed",,"KANA",,"KANA","00469Q",2121905020,2009,10,24118,24118,1,2009,10,,0.8,0.8,0.77,100,100,100,10/27/2009,12/23/2009,
17137,87257,,,1999,"46122E","inVentiv Health Inc","Thomas H Lee Partners LP","Completed",,"VTIV",,"VTIV","52409C",2169154020,2010,5,24125,24125,1,2010,5,26,14.68,16.01,17.15,100,100,100,5/6/2010,8/4/2010,
17137,87257,,,1999,"46122E","inVentiv Health Inc","Advent International Corp","Completed",,,,,"00790X",2989713020,2016,8,24200,24200,1,2016,8,,,,,50,50,50,8/1/2016,11/10/2016,
17177,87357,,,1999,"983759","XM Satellite Radio Hldgs Inc","Sirius Satellite Radio Inc","Completed","SIRI","XMSR","SIRI","XMSR","82966U",1772394020,2007,2,24086,24086,1,2007,2,17.02,14.31,13.23,13.46,100,100,100,2/19/2007,7/29/2008,
17284,87322,,,1999,"37937R","GlobalNetFinancial.com Inc","NewMedia Spark PLC","Completed","NMS","GLBN","NMS","GLBN~GLFA","65165A",1197183020,2001,6,24018,24018,1,2001,6,0.45,0.37,0.33,0.4,100,100,100,6/15/2001,9/25/2001,
17312,87407,,,1999,"69371Y","Pac-West Telecom Inc","TNCI Operating Co LLC","Completed",,,,,"6A0986",2567286020,2013,8,24164,24164,1,2013,8,,,,,100,100,100,8/20/2013,9/9/2013,
17312,87407,,,1999,"69371Y","Pac-West Telecom Inc","Investor Group","Completed",,,,,"46145M",771916020,1998,7,23983,23983,1,1998,7,,,,,100,100,100,7/6/1998,9/22/1998,
17422,87409,,,2000,"69348A","PNV Inc","Thermaltec International Corp","Completed","THRM","PNVN","THRM","PNVN","883545",1197552020,2001,2,24014,24014,1,2001,2,,,0.03,0.03,100,100,100,2/7/2001,2/12/2001,
17456,87402,,,1999,"62873D","NBC Internet Inc","NBC","Completed",,"NBCI",,"NBCI","63506Q",1172565020,2001,4,24016,24016,1,2001,4,2.19,1.766,1.344,1.5,64.82,100,64.8,4/9/2001,8/13/2001,
17485,87480,,,1999,"182728","Classic Communications Inc","Cequel III LLC","Completed",,,,,"12821Z",1408524020,2003,3,24039,24039,1,2003,3,,0,0,0,100,100,100,3/26/2003,3/26/2003,
17485,87480,,,1999,"182728","Classic Communications Inc","Brera Capital Partners LLC","Completed",,,,,"10733M",894089020,1999,6,23994,23994,1,1999,6,,,,,64.4,64.4,64.4,6/10/1999,7/28/1999,
17492,87498,,,2000,"36846Q","Geeknet Inc","GameStop Inc","Completed",,"GKNTD",,"GKNTD","36293Y",2758161020,2015,5,24185,24185,1,2015,5,20,8.91,8.23,,100,100,100,5/27/2015,7/17/2015,
17516,87516,,,1999,"89675X","Tritel Inc","TeleCorp PCS Inc","Completed","TLCP","TTEL","TLCP","TTEL","879299",981267020,2000,2,24002,24002,1,2000,2,41.04,26.938,23.625,24,100,100,100,2/29/2000,11/13/2000,
17532,87486,,,1999,"282343","Egreetings Network Inc","AmericanGreetings.com Inc","Completed",,"EGRT",,"EGRT","02638C",1088533020,2001,2,24014,24014,1,2001,2,0.85,0.438,0.344,0.5,100,100,100,2/5/2001,3/19/2001,
17870,87559,,,2000,"133766","Caminus Corp","SunGard Data Systems Inc","Completed","SDS","CAMZ","SDS","CAMZ","867363",1364867020,2003,1,24037,24037,1,2003,1,9,2.45,2.65,2.5,100,100,100,1/21/2003,4/8/2003,
17920,87635,,,2000,"894729","Tremont Advisors Inc","Oppenheimer Acquisition Corp","Completed",,"TMAV",,"TMAV","68379Q",1200800020,2001,7,24019,24019,1,2001,7,19,17,20,22,100,100,100,7/10/2001,10/1/2001,
17931,87618,,,2000,"58446K","Mediacom Communications Corp","Jmc Communications LLC","Completed",,"MCCC",,"MCCC","9A1734",2188321020,2010,6,24126,24126,1,2010,6,8.75,6.6,5.11,5.33,61.08,100,61.1,6/1/2010,3/4/2011,
17935,87598,,,2000,"256069","Dobson Communications Corp","AT&T Inc","Completed","T","DCEL","T~T*~SOBA~T~T","DCEL","00206R",1884020020,2007,6,24090,24090,1,2007,6,13,11.12,10.09,11.12,100,100,100,6/29/2007,11/15/2007,
17961,87597,,,2000,"232743","Cypress Communications Inc","Broadvox LLC","Completed",,,,,"11150C",2342887020,2010,10,24130,24130,1,2010,10,,,,,100,100,100,10/20/2010,1/17/2011,
17961,87597,,,2000,"232743","Cypress Communications Inc","US RealTel Inc","Completed","USRT","CYCO","USRT","CYCO","902979",1260750020,2002,1,24025,24025,1,2002,1,3.5,1.5,1.86,1.99,100,100,100,1/10/2002,2/21/2002,
17972,87616,,,2000,"516540","Lante Corp","SBI & Co","Completed",,"LNTE",,"LNTE","78331Z",1313117020,2002,7,24031,24031,1,2002,7,1.1,0.7,0.62,0.55,100,100,100,7/19/2002,9/6/2002,
18305,87623,,,2000,"65333F","Nextel Partners Inc","Sprint Nextel Corp","Completed","S","NXTP","S","NXTP","852061",1705494020,2005,10,24070,24070,1,2005,10,28.5,25.22,24.62,25.51,70.82,100,70.8,10/24/2005,6/26/2006,
18342,87800,,,1999,"696643","Palm Inc","TCL Commun Tech Holdings Ltd","Completed","2618",,"2618",,"87481L",2714487020,2015,1,24181,24181,1,2015,1,,0,0,0,100,100,100,1/6/2015,1/6/2015,
18342,87800,,,1999,"696643","Palm Inc","Hewlett Packard Co","Completed","HPQ","PALM","HPQ~HPQ","PALM","428236",2172756020,2010,4,24124,24124,1,2010,4,5.7,5.53,3.9,4.65,100,100,100,4/28/2010,7/1/2010,
18700,87777,,,2000,"03969P","Ardea Biosciences Inc","AstraZeneca PLC","Completed","AZN","RDEA","AZN~AZN~AZN","RDEA","046353",2407908020,2012,4,24148,24148,1,2012,4,32,23.05,19.76,20.84,100,100,100,4/23/2012,6/19/2012,
20007,65832,,,1984,"020813","Alpharma Inc","King Pharmaceuticals Inc","Completed","KG","ALO","KG","ALO","495582",2006377020,2008,8,24104,24104,1,2008,8,37,24.87,24.55,24.04,100,100,100,8/22/2008,12/30/2008,
20036,49584,,,1969,"012041","Alba-Waldensian Inc","Tefron Ltd","Completed","TFR","AWS","TFR","AWS","M87482",940856020,1999,11,23999,23999,1,1999,11,18.5,10,13.688,16.25,100,100,100,11/9/1999,12/15/1999,
20038,50032,,,1969,"013104","Albertsons Inc","AB Acquisition LLC","Completed",,"ABS",,"ABS","01294E",1729438020,2006,1,24073,24073,1,2006,1,26.21,20.54,22.59,23.87,100,100,100,1/20/2006,6/2/2006,
20102,69200,,,1985,"030137","American Technical Ceramics","AVX Corp","Completed","AVX","AMK","AVX","AMK","002444",1878821020,2007,6,24090,24090,1,2007,6,24.75,15.28,16.04,16.81,100,100,100,6/18/2007,9/25/2007,
20252,52484,,,1971,"057149","Michael Baker Corp","Integrated Mission Solutions","Completed",,"BKR",,"BKR","5A2278",2550469020,2013,7,24163,24163,1,2013,7,40.5,27.31,29.81,29.6,100,100,100,7/29/2013,10/11/2013,
20255,71538,,,1987,"058264","Baldwin Technology Co Inc","Forsyth Baldwin LLC","Completed",,"BLD",,"BLD","34619Y",2374395020,2011,12,24144,24144,1,2011,12,0.96,0.51,0.44,0.47,100,100,100,12/23/2011,3/20/2012,
20262,55781,77881,,1972,"059815","Bandag Inc","Bridgestone Americas Holding","Completed",,"BDG",,"BDG~BDGA~BDG.A","10887A",1818235020,2006,12,24084,24084,1,2006,12,50.75,43.42,43.95,45.04,100,100,100,12/5/2006,6/1/2007,
20279,70383,,,1986,"072443","California Jockey Club/Bay","Patriot American Hospitality","Completed","PAH","CJ","PAH","CJ","703353",601933020,1996,10,23962,23962,1,1996,10,33,16.25,17.5,17.625,100,100,100,10/31/1996,7/1/1997,
20280,75328,,,1988,"073051","Bayou Steel Corp","ArcelorMittal SA","Completed","MT",,"MT~MT~MTS~MTS~MTS~MTS~MT~MT",,"03937E",1987048020,2008,6,24102,24102,1,2008,6,,,,,100,100,100,6/16/2008,7/31/2008,
20280,75328,,,1988,"073051","Bayou Steel Corp","Black Diamond Capital Mgmt LLC","Completed",,"BYU",,"BYU","09200R",1743932020,2006,3,24075,24075,1,2006,3,,45,46.25,45,100,100,100,3/17/2006,6/1/2006,
20280,75328,,,1988,"073051","Bayou Steel Corp","Investor Group","Completed",,,,,"46145M",14458020,1986,9,23841,23841,1,1986,9,,,,,100,100,100,9/8/1986,9/8/1986,
20310,55108,65154,,1972,"095177","Blount International Inc","Investor Group","Completed",,"BLTA",,"BLTA~BLTB","46145M",872877020,1999,4,23992,23992,1,1999,4,30,26.87,27.75,27.68,96,96,96,4/19/1999,8/19/1999,
20353,67432,,,1985,"123164","Bush Industries Inc","Investor Group","Completed",,,,,"46145M",2698548020,2014,11,24179,24179,1,2014,11,,,,,100,100,100,11/12/2014,11/12/2014,
20353,67432,,,1985,"123164","Bush Industries Inc","Investor Group","Completed",,"BSH",,"BSH","46145M",1628032020,2004,11,24059,24059,1,2004,11,,0.09,0.08,0.09,100,100,100,11/15/2004,11/15/2004,
20431,71685,,,1987,"124661","C&D Technologies Inc","Bondholders","Completed",,"CHHP",,"CHHP","09788F",2242850020,2010,10,24130,24130,1,2010,10,,0.289,0.174,0.14,93.09,93.1,93.1,10/21/2010,12/23/2010,
20455,65533,,,1983,"562567","Mandalay Resort Group","MGM Mirage Inc","Completed","MGM","MBG","MGM","MBG","552953",1532503020,2004,6,24054,24054,1,2004,6,71,52.63,54.85,54.62,100,100,100,6/4/2004,4/25/2005,
20466,38893,,,1965,"190441","Coastal Corp","El Paso Energy Corp","Completed","EPG","CGP","EPG","CGP","283905",962226020,2000,1,24001,24001,1,2000,1,45.66,33.438,34.125,36,100,100,100,1/18/2000,1/29/2001,
20496,48637,75369,,1969,"206219","Concord Fabrics Inc","Clark Holdings LLC","Completed",,,,,"18139F",1306638020,2002,4,24028,24028,1,2002,4,,,,,100,100,100,4/1/2002,4/1/2002,
20533,53575,,,1971,"22149T","Costa Inc","Essilor International SA","Completed","ESSI","ATX","ESSI","ATX","297284",2582793020,2013,11,24167,24167,1,2013,11,21.5,19.09,20.12,19.98,100,100,100,11/8/2013,2/3/2014,
20595,75288,,,1988,"257870","Donnelly Corp","Magna International Inc","Completed","MGA","DON","MG.B~MGA~MG.A~MG.DB~MG","DON","559222",1307643020,2002,6,24030,24030,1,2002,6,25.88,19.8,19.83,20.22,100,100,100,6/25/2002,10/1/2002,
20742,54543,,,1972,"361922","GRC International Inc","AT&T Corp","Completed","T","GRH","T","GRH","001957",976821020,2000,2,24002,24002,1,2000,2,15,12.625,12.875,13.375,100,100,100,2/14/2000,3/29/2000,
20783,32096,,,1964,"364802","Garan Inc","Berkshire Hathaway Inc","Completed","BRKA","GAN","BRKB~BRKA","GAN","084670",1309172020,2002,7,24031,24031,1,2002,7,60,52.05,52.91,56.55,100,100,100,7/2/2002,9/4/2002,
20814,32205,,,1962,"374478","Giant Food Inc","Koninklijke Ahold NV","Completed","AHO","GFSA","AHO~AHLN","GFSA","500467",760308020,1998,5,23981,23981,1,1998,5,43,37.625,38.188,37.688,100,100,100,5/19/1998,10/28/1998,
20925,69489,,,1986,"437351","Home Shopping Network","HSN Inc","Completed","HSNI","HSN","HSNI","HSN","40429R",579258020,1996,8,23960,23960,1,1996,8,13.2,8.125,8.125,9.5,100,100,100,8/26/1996,12/20/1996,
20947,68945,,,1986,"443782","Hudson Foods Inc","Tyson Foods Inc","Completed","TYSNA","HFI","TYSNA","HFI","902494",692803020,1997,9,23973,23973,1,1997,9,21.23,16.5,16.125,17.188,100,100,100,9/4/1997,1/9/1998,
21025,42104,,,1965,"481088","Jostens Inc","Investor Group","Completed",,"JOS",,"JOS","46145M",956421020,1999,12,24000,24000,1,1999,12,25.25,18.375,17.75,18.313,100,100,100,12/28/1999,5/10/2000,
21025,42104,,,1965,"481088","Jostens Inc","CSFB Private Equity Advisers","Completed",,"JOSEA",,"JOSEA","22547N",1405259020,2003,6,24042,24042,1,2003,6,48,32,32,32,100,100,100,6/17/2003,7/29/2003,
21046,40213,,,1964,"482734","KU Energy Corp","LG&E Energy Corp","Completed","LGE","KU","LGE","KU","501917",665129020,1997,5,23969,23969,1,1997,5,40.71,30,30.87,30.37,100,100,100,5/21/1997,5/4/1998,
21209,55191,77719,,1972,"606592","Mitchell Energy & Development","Devon Energy Corp","Completed","DVN","MND","NSX~DVN","MND","25179M",1210075020,2001,8,24020,24020,1,2001,8,60.4,43.43,46.02,45.65,100,100,100,8/14/2001,1/24/2002,
21266,75179,87283,87281,1988,"640204","Neiman Marcus Group Inc","Investor Group","Completed",,,,,"46145M",2518974020,2013,9,24165,24165,1,2013,9,,,,,100,100,100,9/9/2013,10/25/2013,
21266,75179,87283,87281,1988,"640204","Neiman Marcus Group Inc","Investor Group","Completed",,"NMG.A",,"NMG.A~NMGB","46145M",1651411020,2005,5,24065,24065,1,2005,5,100,72.22,72.79,74.75,100,100,100,5/2/2005,10/6/2005,
21266,75179,87283,87281,1988,"640204","Neiman-Marcus Grp(Carter)","Shareholders","Completed",,,,,"81949M",21776020,1986,12,23844,23844,1,1986,12,38.5,,,,100,100,100,12/8/1986,9/18/1987,
21340,55036,65015,,1971,"686264","Oriole Homes Corp","Investor Group","Completed",,"OHCA",,"OHCA~OHCB","46145M",1327024020,2002,9,24033,24033,1,2002,9,4.9,4.5,4.35,4.1,61.74,100,61.7,9/12/2002,2/10/2003,
21393,70949,77799,,1986,"716600","Petroleum Heat and Power Co","Star Gas Partners LP","Completed","SGU","HEAT","SGU","HEAT","85512C",784604020,1998,8,23984,23984,1,1998,8,,17.625,17.625,17.625,100,100,100,8/14/1998,3/26/1999,
21393,70949,77799,,1986,"716600","Petroleum Heat and Power Co","Petroleum Heat and Power Co","Completed","HEAT","HEAT","HEAT","HEAT","716600",424673020,1994,7,23935,23935,1,1994,7,17.5,23.25,16.875,17.188,87.94,87.9,100,7/20/1994,8/31/1994,
21514,75359,,,1989,"767612","Riser Foods Inc","Giant Eagle Inc","Completed",,"RSR",,"RSR","37449A",661626020,1997,5,23969,23969,1,1997,5,42,33.125,32.5,37.625,100,100,100,5/5/1997,8/19/1997,
21537,54818,,,1972,"414585","Harris Teeter Supermarkets Inc","Kroger Co","Completed","KR","HTSI","KR","HTSI~RDK","501044",2495783020,2013,7,24163,24163,1,2013,7,49.38,37.06,36.45,37.04,100,100,100,7/9/2013,1/28/2014,
21569,67715,,,1985,"805844","Sbarro Inc","MidOcean Partners LLP","Completed",,,,,"59544K",1814748020,2006,11,24083,24083,1,2006,11,,,,,100,100,100,11/22/2006,1/31/2007,
21569,67715,,,1985,"805844","Sbarro Inc","Investor Group","Completed",,"SBA",,"SBA","46145M",830474020,1998,11,23987,23987,1,1998,11,28.85,23.5,24.5,24.43,66.53,100,66.5,11/25/1998,9/29/1999,
21666,53399,,,1971,"855677","Starrett Corp","Startt Acquisition LLC","Completed",,"SHO",,"SHO","85572H",703744020,1997,10,23974,23974,1,1997,10,12.25,9.875,10.875,11,100,100,100,10/17/1997,12/30/1997,
21674,75189,75375,,1987,"86024C","Stevens Graphics Corporation","Investor Group","Completed",,"SVG",,"SVG","46145M",13826020,1987,3,23847,23847,1,1987,3,,0,0,0,100,100,100,3/18/1987,3/18/1987,
21674,75189,75375,,1987,"86024C","Stevens Graphics Corporation","Investor Group","Completed",,"SVG",,"SVG","46145M",19706020,1986,1,23833,23833,1,1986,1,,0,0,0,100,100,100,1/28/1986,1/28/1986,
21690,54471,,,1972,"867884","Super Food Services Inc","Nash Finch Co","Completed","NAFC","SFS","NAFC","SFS","631158",592526020,1996,10,23962,23962,1,1996,10,15.5,12,11.375,11.25,100,100,100,10/8/1996,11/22/1996,
21713,42219,,,1965,"876553","Tasty Baking Co","Flowers Bakeries LLC","Completed",,"TSTY",,"TSTY","34348Z",2299073020,2011,4,24136,24136,1,2011,4,4,2.14,1.96,1.61,100,100,100,4/11/2011,5/25/2011,
21745,38578,,,1962,"884315","Thomas & Betts Corp","ABB Ltd","Completed","ABBN","TNB","ABBN~ABB~ABB~ABBN","TNB","000375",2383719020,2012,1,24145,24145,1,2012,1,72,54.6,58.18,57.95,100,100,100,1/30/2012,5/16/2012,
21755,75101,,,1987,"887100","The Timberland Co","VF Enterprises Inc","Completed",,"TBL",,"TBL","91712R",2318317020,2011,6,24138,24138,1,2011,6,43,33.35,29.5,29.99,100,100,100,6/13/2011,9/13/2011,
21777,47183,75428,,1968,"894120","Tranzonic Cos","Silver Oak Services Partners","Completed",,,,,"82808X",2547469020,2013,7,24163,24163,1,2013,7,,,,,100,100,100,7/5/2013,7/5/2013,
21777,47183,75428,,1968,"894120","Tranzonic Cos","Linsalata Capital Partners II","Completed",,"TNZ",,"TNZ","53607J",703722020,1997,10,23974,23974,1,1997,10,29,27.75,29.875,29.438,100,100,100,10/17/1997,2/9/1998,
21878,45137,78850,,1967,"929794","Wackenhut Corp","Group 4 Falck A/S","Completed","FALCK","WAK","FALCK~FALC~FALC~FALC~FALC","WAK~WAKB","39966P",1278015020,2002,3,24027,24027,1,2002,3,33,27.53,34.1,34.4,100,100,100,3/8/2002,5/8/2002,
